complaint_id,timestamp,complaint_text,category,latitude,longitude,ward_id,status
C0303,2026-03-01 02:21:00,Waste dumped on road,Waste,19.077052,72.878839,W001,In Progress
C0304,2026-06-12 08:50:00,Pothole near bus stop,Road,19.086926,72.891906,W007,Resolved
C0305,2026-02-17 21:37:00,Electric pole damaged,Electricity,19.096607,72.877857,W009,In Progress
C0306,2026-01-22 08:09:00,Water leakage on road,Water,19.0888,72.872839,W005,Open
C0307,2026-01-28 02:00:00,Large pothole on main road,Road,19.08643,72.891447,W007,Resolved
C0308,2026-02-17 13:28:00,Water leakage on road,Water,19.08057,72.880124,W002,Open
C0309,2026-05-22 02:38:00,Waste collection delayed,Waste,19.07698,72.875944,W001,Resolved
C0310,2026-04-10 02:46:00,Broken footpath,Road,19.080011,72.881752,W001,Open
C0311,2026-02-13 04:17:00,Pipeline leakage,Water,19.058011,72.877931,W010,Open
C0312,2026-04-18 09:30:00,Power line issue,Electricity,19.087827,72.873611,W003,Open
C0313,2026-01-28 04:19:00,Pipeline leakage,Water,19.063068,72.870957,W008,In Progress
C0314,2026-03-27 13:52:00,Broken footpath,Road,19.085235,72.89351,W007,In Progress
C0315,2026-06-04 22:12:00,Large pothole on main road,Road,19.08479,72.871776,W003,Resolved
C0316,2026-05-28 07:20:00,Broken footpath,Road,19.063761,72.893165,W006,Resolved
C0317,2026-02-21 18:34:00,Dustbin is full,Waste,19.061799,72.892676,W006,Open
C0318,2026-03-16 22:04:00,Pipeline leakage,Water,19.07119,72.874957,W008,Resolved
C0319,2026-03-03 08:42:00,Low water pressure,Water,19.064541,72.871231,W008,Resolved
C0320,2026-05-03 18:25:00,Street light flickering,Electricity,19.080344,72.884235,W002,In Progress
C0321,2026-06-29 17:38:00,Waste collection delayed,Waste,19.083382,72.88785,W007,Open
C0322,2026-01-12 18:41:00,Dirty water supply,Water,19.066775,72.888996,W006,Resolved
C0323,2026-01-26 08:14:00,Garbage not collected,Waste,19.082107,72.892188,W007,In Progress
C0324,2026-04-06 12:29:00,Pipeline leakage,Water,19.062723,72.878886,W010,In Progress
C0325,2026-05-04 03:18:00,Pothole near bus stop,Road,19.08416,72.879617,W003,Open
C0326,2026-03-29 14:50:00,Large pothole on main road,Road,19.082069,72.874829,W003,Resolved
C0327,2026-03-23 02:19:00,Electric pole damaged,Electricity,19.075447,72.882108,W002,Open
C0328,2026-03-04 16:11:00,Garbage overflowing,Waste,19.065519,72.88831,W006,Resolved
C0329,2026-06-11 05:11:00,Pipeline leakage,Water,19.069405,72.871321,W008,Open
C0330,2026-06-01 13:24:00,Pipeline leakage,Water,19.055045,72.875148,W010,Resolved
C0331,2026-02-17 11:20:00,Dustbin is full,Waste,19.076971,72.87614,W002,In Progress
C0332,2026-04-10 19:25:00,Road surface damaged,Road,19.06887,72.870479,W008,Resolved
C0333,2026-06-07 18:05:00,Low water pressure,Water,19.061721,72.876132,W010,Open
C0334,2026-04-06 22:09:00,Garbage overflowing,Waste,19.090108,72.869182,W005,Open
C0335,2026-02-17 15:40:00,Electric pole damaged,Electricity,19.060374,72.882192,W010,Open
C0336,2026-03-15 04:11:00,Pipeline leakage,Water,19.093146,72.88151,W009,Open
C0337,2026-02-04 06:52:00,Waste dumped on road,Waste,19.063839,72.890616,W006,In Progress
C0338,2026-04-17 22:53:00,Electric pole damaged,Electricity,19.067439,72.868673,W008,In Progress
C0339,2026-01-09 08:14:00,Low water pressure,Water,19.076376,72.874382,W001,Resolved
C0340,2026-05-11 03:36:00,Street light flickering,Electricity,19.056142,72.880751,W010,Resolved
C0341,2026-05-20 06:27:00,Waste dumped on road,Waste,19.091024,72.885301,W009,Open
C0342,2026-03-09 11:55:00,Waste dumped on road,Waste,19.093167,72.869391,W005,Open
C0343,2026-06-26 11:55:00,Dirty water supply,Water,19.072108,72.886328,W004,Open
C0344,2026-02-22 01:36:00,Water supply interruption,Water,19.058508,72.875811,W010,In Progress
C0345,2026-03-16 18:17:00,Large pothole on main road,Road,19.089524,72.875144,W003,In Progress
C0346,2026-01-16 08:55:00,Pipeline leakage,Water,19.081559,72.882014,W002,Open
C0347,2026-03-05 21:25:00,Low water pressure,Water,19.069895,72.885774,W004,Resolved
C0348,2026-01-20 20:50:00,Electric pole damaged,Electricity,19.085801,72.887931,W007,In Progress
C0349,2026-05-05 10:37:00,Broken footpath,Road,19.085025,72.872741,W005,In Progress
C0350,2026-01-17 17:25:00,Power line issue,Electricity,19.077178,72.879296,W002,Open
C0351,2026-03-14 10:35:00,Large pothole on main road,Road,19.068779,72.872661,W008,Resolved
C0352,2026-01-26 20:50:00,Garbage not collected,Waste,19.068367,72.885163,W006,Open
C0353,2026-04-20 06:44:00,Street light not working,Electricity,19.072094,72.875821,W008,Resolved
C0354,2026-06-17 11:16:00,Pothole near bus stop,Road,19.080824,72.876645,W003,In Progress
C0355,2026-06-10 09:46:00,Waste dumped on road,Waste,19.086994,72.872341,W003,In Progress
C0356,2026-02-24 15:04:00,Garbage not collected,Waste,19.076327,72.877262,W002,In Progress
C0357,2026-06-28 10:52:00,Garbage not collected,Waste,19.064206,72.875603,W008,In Progress
C0358,2026-02-28 12:05:00,Street light not working,Electricity,19.087308,72.871024,W003,Resolved
C0359,2026-04-08 04:41:00,Road damaged,Road,19.069929,72.886429,W006,In Progress
C0360,2026-06-16 05:28:00,Dustbin is full,Waste,19.058512,72.875131,W010,In Progress
C0361,2026-06-25 14:55:00,Street light flickering,Electricity,19.082172,72.878966,W003,Open
C0362,2026-04-20 10:50:00,Power line issue,Electricity,19.076398,72.87777,W002,Open
C0363,2026-06-18 09:13:00,Pothole near bus stop,Road,19.070177,72.885095,W004,In Progress
C0364,2026-03-03 15:24:00,Pothole near bus stop,Road,19.078127,72.891996,W007,In Progress
C0365,2026-03-23 04:24:00,Waste collection delayed,Waste,19.083608,72.880684,W002,Resolved
C0366,2026-01-19 00:37:00,Pipeline leakage,Water,19.090675,72.879622,W009,Open
C0367,2026-03-15 20:45:00,Street light flickering,Electricity,19.07601,72.876854,W001,In Progress
C0368,2026-05-18 19:09:00,Dustbin is full,Waste,19.079775,72.890099,W007,In Progress
C0369,2026-03-25 12:37:00,Dirty water supply,Water,19.071343,72.888345,W004,In Progress
C0370,2026-03-03 01:15:00,Broken footpath,Road,19.075862,72.879345,W002,Resolved
C0371,2026-06-20 23:42:00,Waste collection delayed,Waste,19.062407,72.874194,W010,In Progress
C0372,2026-05-08 11:33:00,Garbage overflowing,Waste,19.085172,72.878225,W003,Resolved
C0373,2026-03-10 23:56:00,Road damaged,Road,19.081181,72.878999,W003,Resolved
C0374,2026-01-17 08:45:00,Road surface damaged,Road,19.086751,72.893275,W007,Resolved
C0375,2026-05-08 18:10:00,Pothole near bus stop,Road,19.066677,72.869551,W008,Open
C0376,2026-05-11 00:02:00,Garbage overflowing,Waste,19.063587,72.873123,W010,Open
C0377,2026-02-08 05:59:00,Broken footpath,Road,19.072603,72.867354,W008,In Progress
C0378,2026-03-05 13:58:00,Low water pressure,Water,19.084203,72.889713,W007,Open
C0379,2026-05-09 21:57:00,Pothole near bus stop,Road,19.055527,72.875232,W010,In Progress
C0380,2026-04-30 09:49:00,Street light not working,Electricity,19.079448,72.875973,W001,In Progress
C0381,2026-02-21 09:36:00,Waste collection delayed,Waste,19.070845,72.874396,W008,Open
C0382,2026-05-07 06:46:00,Road surface damaged,Road,19.072004,72.874605,W008,Open
C0383,2026-01-07 07:34:00,Waste dumped on road,Waste,19.083464,72.878396,W003,Open
C0384,2026-03-20 03:13:00,Waste dumped on road,Waste,19.065298,72.887382,W006,Resolved
C0385,2026-01-24 01:58:00,Low water pressure,Water,19.073315,72.881155,W001,Resolved
C0386,2026-05-29 03:32:00,Street light not working,Electricity,19.061335,72.8932,W006,Open
C0387,2026-06-19 04:15:00,Waste dumped on road,Waste,19.057917,72.881509,W010,Resolved
C0388,2026-03-11 07:04:00,Broken footpath,Road,19.069436,72.886361,W006,In Progress
C0389,2026-02-12 14:29:00,Water leakage on road,Water,19.07814,72.876207,W002,Resolved
C0390,2026-04-29 08:54:00,Power line issue,Electricity,19.066199,72.881576,W004,In Progress
C0391,2026-03-25 04:05:00,Garbage overflowing,Waste,19.092112,72.874684,W005,Resolved
C0392,2026-03-08 05:01:00,Waste collection delayed,Waste,19.099521,72.885546,W009,In Progress
C0393,2026-04-29 03:51:00,Water leakage on road,Water,19.097938,72.878215,W009,Open
C0394,2026-04-13 11:43:00,Water supply interruption,Water,19.071303,72.886447,W004,In Progress
C0395,2026-01-06 02:12:00,Pothole near bus stop,Road,19.064025,72.877434,W010,Open
C0396,2026-01-11 14:03:00,Pothole near bus stop,Road,19.07668,72.880739,W002,In Progress
C0397,2026-04-08 21:27:00,Street light not working,Electricity,19.078728,72.889147,W007,Open
C0398,2026-02-08 01:39:00,Broken footpath,Road,19.091192,72.867458,W005,Resolved
C0399,2026-05-03 01:05:00,Street light flickering,Electricity,19.065798,72.868372,W008,Open
C0400,2026-01-05 12:50:00,Dirty water supply,Water,19.097134,72.881797,W009,Resolved
C0401,2026-03-11 05:01:00,Broken footpath,Road,19.063189,72.88719,W006,Resolved
C0402,2026-04-02 18:14:00,Street light flickering,Electricity,19.08074,72.873701,W001,In Progress
C0403,2026-01-15 07:36:00,Road surface damaged,Road,19.073465,72.887974,W004,Resolved
C0404,2026-06-01 10:51:00,Water supply interruption,Water,19.087381,72.873588,W003,In Progress
C0405,2026-05-25 04:36:00,Road surface damaged,Road,19.080484,72.881067,W001,Resolved
C0406,2026-05-06 01:05:00,Road damaged,Road,19.090562,72.883017,W009,Open
C0407,2026-03-26 19:12:00,Street light not working,Electricity,19.098064,72.880408,W009,Open
C0408,2026-02-07 18:45:00,Garbage not collected,Waste,19.069172,72.892744,W006,In Progress
C0409,2026-06-30 21:25:00,Waste collection delayed,Waste,19.06586,72.888366,W006,Resolved
C0410,2026-06-13 15:41:00,Pipeline leakage,Water,19.083173,72.877072,W003,In Progress
C0411,2026-06-20 18:52:00,Road damaged,Road,19.056754,72.876068,W010,In Progress
C0412,2026-01-01 22:36:00,Water supply interruption,Water,19.088916,72.874943,W005,In Progress
C0413,2026-03-23 19:14:00,Dirty water supply,Water,19.077396,72.873741,W001,Resolved
C0414,2026-03-02 11:20:00,Pothole near bus stop,Road,19.081679,72.878853,W003,Open
C0415,2026-03-09 06:15:00,Street light not working,Electricity,19.066932,72.888505,W006,Open
C0416,2026-04-23 23:26:00,Waste dumped on road,Waste,19.080691,72.881546,W001,Resolved
C0417,2026-04-07 03:53:00,Road surface damaged,Road,19.081795,72.895641,W007,In Progress
C0418,2026-01-19 01:18:00,Pipeline leakage,Water,19.065201,72.882611,W004,Open
C0419,2026-04-07 05:46:00,Road damaged,Road,19.07575,72.884418,W002,Open
C0420,2026-04-21 20:10:00,Street light not working,Electricity,19.066073,72.889342,W006,Open
C0421,2026-02-18 13:44:00,Road damaged,Road,19.080541,72.884256,W002,In Progress
C0422,2026-03-02 03:03:00,Large pothole on main road,Road,19.088929,72.870497,W005,Resolved
C0423,2026-01-01 13:05:00,Waste collection delayed,Waste,19.082945,72.87662,W003,In Progress
C0424,2026-01-07 06:10:00,Water leakage on road,Water,19.069382,72.876771,W008,Resolved
C0425,2026-05-01 15:57:00,Broken footpath,Road,19.08161,72.875911,W002,In Progress
C0426,2026-04-08 11:11:00,Low water pressure,Water,19.081458,72.889633,W007,Resolved
C0427,2026-05-25 01:09:00,Low water pressure,Water,19.092522,72.871675,W005,Open
C0428,2026-02-28 17:03:00,Street light flickering,Electricity,19.068408,72.893184,W006,Resolved
C0429,2026-03-02 15:19:00,Street light flickering,Electricity,19.09079,72.886028,W009,In Progress
C0430,2026-04-25 05:10:00,Water leakage on road,Water,19.080722,72.880785,W001,Open
C0431,2026-06-24 13:12:00,Street light not working,Electricity,19.080973,72.878972,W001,In Progress
C0432,2026-01-23 12:35:00,Pothole near bus stop,Road,19.088974,72.868261,W005,Resolved
C0433,2026-06-29 19:37:00,Street light not working,Electricity,19.095226,72.881196,W009,Resolved
C0434,2026-05-31 18:48:00,Dirty water supply,Water,19.089648,72.871002,W003,Open
C0435,2026-05-18 11:56:00,Waste collection delayed,Waste,19.059109,72.87683,W010,Resolved
C0436,2026-02-14 08:25:00,Street light not working,Electricity,19.056439,72.879087,W010,In Progress
C0437,2026-03-26 22:15:00,Waste dumped on road,Waste,19.077493,72.891752,W007,Resolved
C0438,2026-03-19 09:17:00,Waste collection delayed,Waste,19.068428,72.893582,W006,In Progress
C0439,2026-03-18 23:28:00,Water supply interruption,Water,19.08274,72.878209,W002,In Progress
C0440,2026-04-24 06:58:00,Garbage overflowing,Waste,19.08524,72.894409,W007,In Progress
C0441,2026-02-10 02:19:00,Dustbin is full,Waste,19.067096,72.889034,W006,In Progress
C0442,2026-02-19 06:53:00,Garbage overflowing,Waste,19.055576,72.873331,W010,Open
C0443,2026-04-05 14:32:00,Low water pressure,Water,19.063969,72.894231,W006,In Progress
C0444,2026-05-06 19:28:00,Low water pressure,Water,19.072776,72.881405,W001,In Progress
C0445,2026-02-11 08:47:00,Large pothole on main road,Road,19.098309,72.877904,W009,Open
C0446,2026-05-27 06:54:00,Garbage overflowing,Waste,19.079214,72.889251,W007,Open
C0447,2026-01-06 21:00:00,Street light flickering,Electricity,19.089741,72.866323,W005,Open
C0448,2026-03-06 19:51:00,Garbage overflowing,Waste,19.06443,72.880127,W010,In Progress
C0449,2026-03-31 14:16:00,Electric pole damaged,Electricity,19.087182,72.868021,W005,In Progress
C0450,2026-01-27 00:32:00,Street light flickering,Electricity,19.064994,72.882665,W010,Resolved
C0451,2026-06-25 03:30:00,Large pothole on main road,Road,19.090638,72.886884,W009,In Progress
C0452,2026-06-17 22:57:00,Large pothole on main road,Road,19.066515,72.886884,W006,In Progress
C0453,2026-04-14 21:20:00,Dustbin is full,Waste,19.071808,72.887213,W004,In Progress
C0454,2026-04-18 12:24:00,Large pothole on main road,Road,19.070367,72.87283,W008,In Progress
C0455,2026-06-25 17:40:00,Road damaged,Road,19.072849,72.889065,W004,In Progress
C0456,2026-06-18 17:11:00,Road damaged,Road,19.062938,72.889708,W006,In Progress
C0457,2026-06-17 02:14:00,Low water pressure,Water,19.088553,72.872442,W005,Resolved
C0458,2026-03-08 18:18:00,Large pothole on main road,Road,19.081638,72.888178,W007,Open
C0459,2026-02-19 16:07:00,Waste dumped on road,Waste,19.063675,72.876817,W010,Resolved
C0460,2026-02-05 06:21:00,Garbage overflowing,Waste,19.081092,72.892694,W007,Resolved
C0461,2026-01-21 15:21:00,Road damaged,Road,19.08631,72.871768,W003,In Progress
C0462,2026-03-12 06:48:00,Waste dumped on road,Waste,19.078735,72.878463,W001,Open
C0463,2026-06-07 13:40:00,Garbage overflowing,Waste,19.067294,72.87129,W008,Resolved
C0464,2026-05-17 06:46:00,Garbage not collected,Waste,19.080731,72.887141,W007,Resolved
C0465,2026-06-23 00:40:00,Water leakage on road,Water,19.097336,72.879263,W009,Resolved
C0466,2026-04-09 16:37:00,Water leakage on road,Water,19.088061,72.865653,W005,Open
C0467,2026-05-14 19:33:00,Broken footpath,Road,19.088378,72.87388,W005,Open
C0468,2026-02-18 05:58:00,Power line issue,Electricity,19.069182,72.889034,W006,Open
C0469,2026-01-06 18:32:00,Water supply interruption,Water,19.06669,72.883666,W004,In Progress
C0470,2026-05-17 19:03:00,Power line issue,Electricity,19.076939,72.87318,W001,Open
C0471,2026-04-17 14:24:00,Garbage not collected,Waste,19.072236,72.875227,W001,In Progress
C0472,2026-03-19 13:42:00,Water leakage on road,Water,19.08101,72.875203,W003,In Progress
C0473,2026-01-27 16:46:00,Pipeline leakage,Water,19.061177,72.875827,W010,Open
C0474,2026-02-21 08:53:00,Dirty water supply,Water,19.068231,72.869017,W008,In Progress
C0475,2026-01-11 17:31:00,Road damaged,Road,19.086104,72.893882,W007,Resolved
C0476,2026-01-04 21:05:00,Water leakage on road,Water,19.069069,72.893352,W006,In Progress
C0477,2026-05-11 02:46:00,Water leakage on road,Water,19.070236,72.876048,W008,In Progress
C0478,2026-03-09 14:03:00,Power line issue,Electricity,19.065998,72.881747,W004,Open
C0479,2026-04-20 23:07:00,Large pothole on main road,Road,19.08595,72.872582,W005,Open
C0480,2026-03-26 11:57:00,Water supply interruption,Water,19.075377,72.878918,W001,In Progress
C0481,2026-02-16 03:25:00,Large pothole on main road,Road,19.079003,72.879565,W002,Resolved
C0482,2026-01-29 04:44:00,Street light damaged,Electricity,19.070264,72.876816,W008,Open
C0483,2026-05-04 18:43:00,Street light flickering,Electricity,19.079382,72.881113,W002,Resolved
C0484,2026-05-04 15:07:00,Garbage overflowing,Waste,19.063876,72.877407,W010,Open
C0485,2026-06-30 21:33:00,Pothole near bus stop,Road,19.092675,72.870766,W005,In Progress
C0486,2026-05-14 22:44:00,Road surface damaged,Road,19.071182,72.884328,W004,In Progress
C0487,2026-06-19 21:41:00,Power line issue,Electricity,19.068849,72.88839,W004,In Progress
C0488,2026-06-14 05:32:00,Garbage not collected,Waste,19.063488,72.881519,W010,Open
C0489,2026-03-03 10:17:00,Power line issue,Electricity,19.075504,72.877227,W002,In Progress
C0490,2026-01-21 14:28:00,Street light damaged,Electricity,19.085013,72.891481,W007,Resolved
C0491,2026-05-08 23:41:00,Pothole near bus stop,Road,19.063178,72.871034,W008,Open
C0492,2026-06-04 19:40:00,Garbage not collected,Waste,19.093046,72.882083,W009,Open
C0493,2026-01-14 07:54:00,Large pothole on main road,Road,19.067545,72.872602,W008,In Progress
C0494,2026-04-26 03:06:00,Power line issue,Electricity,19.062593,72.875217,W010,Resolved
C0495,2026-05-14 11:44:00,Road surface damaged,Road,19.061063,72.893969,W006,Resolved
C0496,2026-03-07 19:12:00,Street light not working,Electricity,19.081875,72.879302,W003,Resolved
C0497,2026-03-28 03:48:00,Street light damaged,Electricity,19.069145,72.889266,W004,In Progress
C0498,2026-04-28 21:37:00,Waste dumped on road,Waste,19.064562,72.874346,W010,Resolved
C0499,2026-04-21 18:30:00,Dustbin is full,Waste,19.080244,72.880511,W001,Open
C0500,2026-01-27 12:42:00,Water supply interruption,Water,19.061005,72.881827,W010,In Progress
