date,ward_id,rainfall,temperature,humidity,aqi
2026-02-28,W002,113.42,30.68,81.75,155
2026-02-28,W003,16.5,30.31,57.38,88
2026-02-28,W004,1.1,29.06,68.06,208
2026-02-28,W005,76.53,33.34,86.95,218
2026-02-28,W006,58.54,24.07,74.31,53
2026-02-28,W007,2.01,31.22,73.75,123
2026-02-28,W008,2.06,32.13,78.59,95
2026-02-28,W009,12.84,24.96,60.21,99
2026-02-28,W010,74.37,26.52,67.41,151
2026-03-01,W001,9.48,33.59,71.06,112
2026-03-01,W002,118.83,26.26,78.94,70
2026-03-01,W003,78.45,32.58,81.59,73
2026-03-01,W004,48.63,27.77,71.66,213
2026-03-01,W005,1.13,25.71,72.5,161
2026-03-01,W006,77.39,27.31,89.21,74
2026-03-01,W007,107.37,33.19,63.04,227
2026-03-01,W008,106.51,28.76,56.63,69
2026-03-01,W009,82.13,26.8,74.01,218
2026-03-01,W010,3.95,33.29,66.01,103
2026-03-02,W001,70.44,31.52,79.94,151
2026-03-02,W002,111.46,26.99,74.74,195
2026-03-02,W003,100.16,27.89,86.38,134
2026-03-02,W004,46.06,31.4,82.67,226
2026-03-02,W005,86.9,29.01,89.1,63
2026-03-02,W006,11.72,26.32,57.66,204
2026-03-02,W007,92.28,33.55,68.88,248
2026-03-02,W008,39.17,30.34,82.42,165
2026-03-02,W009,58.87,27.56,87.94,160
2026-03-02,W010,22.29,29.86,68.3,247
2026-03-03,W001,74.23,31.98,79.96,71
2026-03-03,W002,32.16,27.8,82.44,89
2026-03-03,W003,88.76,27.17,58.73,51
2026-03-03,W004,113.16,28.45,81.65,76
2026-03-03,W005,15.9,25.87,70.71,192
2026-03-03,W006,61.49,25.03,58.14,191
2026-03-03,W007,11.17,29.98,66.36,148
2026-03-03,W008,1.48,28.14,82.27,235
2026-03-03,W009,108.14,33.05,89.24,196
2026-03-03,W010,62.53,30.85,60.93,118
2026-03-04,W001,36.14,28.93,57.21,161
2026-03-04,W002,33.12,27.0,82.39,142
2026-03-04,W003,30.2,26.47,76.88,202
2026-03-04,W004,74.0,28.58,59.74,51
2026-03-04,W005,113.86,27.32,76.71,134
2026-03-04,W006,52.83,28.31,83.82,216
2026-03-04,W007,116.91,25.36,66.22,227
2026-03-04,W008,24.1,27.14,88.76,131
2026-03-04,W009,34.97,30.95,72.19,197
2026-03-04,W010,93.84,27.26,64.81,150
2026-03-05,W001,43.8,33.32,61.99,189
2026-03-05,W002,21.59,31.68,55.94,236
2026-03-05,W003,55.39,31.08,70.35,124
2026-03-05,W004,99.75,24.69,84.67,154
2026-03-05,W005,80.76,25.39,65.6,114
2026-03-05,W006,79.04,31.15,82.62,68
2026-03-05,W007,53.89,29.98,75.38,186
2026-03-05,W008,60.79,33.2,79.21,189
2026-03-05,W009,4.41,33.68,79.56,187
2026-03-05,W010,71.26,33.14,58.83,113
2026-03-06,W001,78.91,27.55,77.64,61
2026-03-06,W002,67.59,30.45,77.64,242
2026-03-06,W003,39.79,31.96,58.71,75
2026-03-06,W004,31.05,29.11,73.16,198
2026-03-06,W005,82.52,26.21,68.09,168
2026-03-06,W006,92.68,29.89,72.52,138
2026-03-06,W007,119.72,28.83,65.34,71
2026-03-06,W008,13.93,33.41,59.96,129
2026-03-06,W009,41.17,31.84,73.24,139
2026-03-06,W010,57.14,28.38,79.39,131
2026-03-07,W001,8.06,24.45,79.88,55
2026-03-07,W002,101.9,30.48,78.7,92
2026-03-07,W003,111.59,31.4,73.06,191
2026-03-07,W004,19.22,29.6,88.55,109
2026-03-07,W005,95.73,30.3,61.52,218
2026-03-07,W006,51.86,24.29,76.49,100
2026-03-07,W007,53.95,28.3,55.16,104
2026-03-07,W008,24.69,31.52,83.31,66
2026-03-07,W009,69.28,32.0,73.79,143
2026-03-07,W010,39.12,28.58,64.18,175
2026-03-08,W001,63.33,30.39,75.89,206
2026-03-08,W002,47.11,25.14,67.32,167
2026-03-08,W003,74.08,32.14,79.71,126
2026-03-08,W004,110.24,29.9,78.52,130
2026-03-08,W005,14.14,27.05,61.41,227
2026-03-08,W006,16.96,27.88,75.87,197
2026-03-08,W007,46.05,25.86,77.24,227
2026-03-08,W008,110.3,33.31,61.06,92
2026-03-08,W009,58.76,25.4,66.01,165
2026-03-08,W010,74.33,32.66,88.31,174
2026-03-09,W001,16.38,32.15,88.73,179
2026-03-09,W002,78.37,28.09,72.21,231
2026-03-09,W003,100.79,28.89,57.89,57
2026-03-09,W004,95.51,26.21,56.14,107
2026-03-09,W005,64.51,25.68,71.01,240
2026-03-09,W006,92.71,28.95,72.88,196
2026-03-09,W007,13.7,31.75,83.81,143
2026-03-09,W008,65.05,31.57,81.6,162
2026-03-09,W009,65.56,33.9,58.58,217
2026-03-09,W010,90.16,26.98,89.98,165
2026-03-10,W001,31.54,32.62,58.04,80
2026-03-10,W002,93.08,26.37,83.37,200
2026-03-10,W003,82.7,32.61,76.36,159
2026-03-10,W004,19.92,25.39,62.23,102
2026-03-10,W005,96.65,29.7,73.63,202
2026-03-10,W006,64.65,27.24,79.64,124
2026-03-10,W007,68.73,33.52,73.0,223
2026-03-10,W008,97.82,25.36,81.25,155
2026-03-10,W009,110.25,33.92,85.35,82
2026-03-10,W010,84.17,25.33,60.12,132
2026-03-11,W001,99.42,31.61,78.67,175
2026-03-11,W002,17.06,30.32,76.97,146
2026-03-11,W003,54.24,30.34,85.8,73
2026-03-11,W004,48.34,31.5,79.31,144
2026-03-11,W005,54.56,28.88,75.37,248
2026-03-11,W006,101.66,24.93,89.03,212
2026-03-11,W007,79.7,27.58,57.22,186
2026-03-11,W008,47.73,33.68,83.87,176
2026-03-11,W009,32.22,32.28,66.82,197
2026-03-11,W010,15.67,32.52,82.59,224
2026-03-12,W001,91.47,24.46,76.92,167
2026-03-12,W002,1.95,33.29,60.53,166
2026-03-12,W003,0.08,33.58,62.08,226
2026-03-12,W004,109.13,32.82,65.57,120
2026-03-12,W005,11.2,27.6,57.88,220
2026-03-12,W006,108.46,25.66,68.87,128
2026-03-12,W007,87.12,31.55,70.02,73
2026-03-12,W008,84.44,24.01,71.69,83
2026-03-12,W009,71.24,29.19,70.58,52
2026-03-12,W010,83.47,32.17,89.59,158
2026-03-13,W001,83.28,28.78,63.01,72
2026-03-13,W002,87.69,25.02,65.97,126
2026-03-13,W003,16.46,31.73,81.36,84
2026-03-13,W004,76.99,30.77,57.39,194
2026-03-13,W005,1.02,30.5,70.4,234
2026-03-13,W006,25.57,31.48,87.2,207
2026-03-13,W007,82.39,32.6,58.03,75
2026-03-13,W008,16.8,25.23,80.55,139
2026-03-13,W009,115.59,27.15,59.89,120
2026-03-13,W010,77.35,26.48,76.03,234
2026-03-14,W001,72.91,31.79,79.17,218
2026-03-14,W002,105.1,26.05,76.24,98
2026-03-14,W003,89.74,26.96,56.91,111
2026-03-14,W004,59.39,25.13,72.49,202
2026-03-14,W005,8.52,32.89,55.42,142
2026-03-14,W006,112.07,25.32,85.13,195
2026-03-14,W007,50.5,29.46,61.05,170
2026-03-14,W008,114.53,31.7,55.58,67
2026-03-14,W009,1.66,26.16,87.29,151
2026-03-14,W010,60.79,30.29,72.54,156
2026-03-15,W001,50.83,28.02,77.42,187
2026-03-15,W002,73.93,26.77,65.85,180
2026-03-15,W003,110.51,33.74,60.44,133
2026-03-15,W004,46.89,30.34,84.21,224
2026-03-15,W005,77.18,27.1,70.31,111
2026-03-15,W006,6.95,24.86,70.21,166
2026-03-15,W007,73.48,24.55,78.31,218
2026-03-15,W008,88.88,25.19,79.78,229
2026-03-15,W009,1.36,28.96,67.13,182
2026-03-15,W010,93.96,31.21,60.84,82
2026-03-16,W001,89.97,32.73,80.65,80
2026-03-16,W002,92.57,24.29,83.25,119
2026-03-16,W003,62.86,26.63,89.13,210
2026-03-16,W004,9.25,28.55,67.6,177
2026-03-16,W005,103.12,25.67,60.51,247
2026-03-16,W006,12.35,29.74,80.3,108
2026-03-16,W007,88.89,24.03,85.05,53
2026-03-16,W008,29.35,28.72,68.4,88
2026-03-16,W009,21.48,33.6,56.24,232
2026-03-16,W010,88.88,28.19,66.26,156
2026-03-17,W001,109.9,27.2,83.91,196
2026-03-17,W002,44.74,29.02,86.57,95
2026-03-17,W003,26.78,29.16,56.61,152
2026-03-17,W004,8.27,28.65,64.88,129
2026-03-17,W005,39.28,29.53,55.28,101
2026-03-17,W006,34.99,31.85,80.89,112
2026-03-17,W007,55.67,29.92,72.27,247
2026-03-17,W008,93.11,31.32,74.13,112
2026-03-17,W009,18.07,33.32,55.84,188
2026-03-17,W010,41.57,32.4,85.7,135
2026-03-18,W001,0.18,30.57,84.72,236
2026-03-18,W002,36.9,26.05,89.41,157
2026-03-18,W003,59.04,24.6,89.89,232
2026-03-18,W004,33.58,24.44,63.1,183
2026-03-18,W005,49.57,32.96,71.05,241
2026-03-18,W006,10.19,24.96,59.67,150
2026-03-18,W007,8.98,29.68,70.22,83
2026-03-18,W008,28.41,26.61,66.03,150
2026-03-18,W009,84.09,31.35,66.13,119
2026-03-18,W010,28.03,33.44,59.76,247
2026-03-19,W001,70.16,25.55,60.75,169
2026-03-19,W002,37.68,25.21,67.54,247
2026-03-19,W003,24.92,27.08,64.28,80
2026-03-19,W004,10.85,32.08,65.65,230
2026-03-19,W005,83.63,24.4,84.26,133
2026-03-19,W006,17.8,31.11,88.89,151
2026-03-19,W007,61.62,30.77,64.11,94
2026-03-19,W008,3.73,28.04,70.83,241
2026-03-19,W009,66.01,24.95,58.57,85
2026-03-19,W010,14.57,24.62,82.33,106
2026-03-20,W001,15.69,32.24,68.03,211
2026-03-20,W002,112.51,24.84,75.51,69
2026-03-20,W003,2.62,24.64,86.59,163
2026-03-20,W004,97.12,24.92,84.65,134
2026-03-20,W005,14.7,33.42,56.77,196
2026-03-20,W006,51.98,31.24,72.36,147
2026-03-20,W007,81.99,25.73,62.52,97
2026-03-20,W008,33.0,28.46,60.2,207
2026-03-20,W009,74.3,26.46,65.33,155
2026-03-20,W010,105.93,28.79,58.07,148
2026-03-21,W001,16.47,25.99,85.96,184
2026-03-21,W002,29.9,33.94,74.03,54
2026-03-21,W003,118.73,31.82,67.57,189
2026-03-21,W004,93.77,27.44,74.8,132
2026-03-21,W005,46.61,25.8,66.16,106
2026-03-21,W006,3.52,32.11,64.83,170
2026-03-21,W007,63.53,31.67,89.99,90
2026-03-21,W008,12.02,30.57,64.33,238
2026-03-21,W009,6.71,33.96,62.68,149
2026-03-21,W010,42.58,32.39,84.58,95
2026-03-22,W001,28.39,27.18,80.83,141
2026-03-22,W002,109.68,24.28,79.52,195
2026-03-22,W003,67.63,29.63,61.59,176
2026-03-22,W004,65.05,25.76,56.33,64
2026-03-22,W005,27.91,26.19,73.43,50
2026-03-22,W006,39.81,30.14,83.23,137
2026-03-22,W007,86.03,33.19,84.55,132
2026-03-22,W008,7.15,25.48,79.66,86
2026-03-22,W009,92.92,32.46,85.12,68
2026-03-22,W010,44.83,33.42,68.85,75
2026-03-23,W001,40.39,27.23,89.16,237
2026-03-23,W002,113.84,31.92,88.62,216
2026-03-23,W003,38.07,31.07,74.67,207
2026-03-23,W004,94.44,26.23,75.61,94
2026-03-23,W005,45.41,31.34,65.31,95
2026-03-23,W006,87.46,33.49,88.2,150
2026-03-23,W007,102.09,31.71,74.86,96
2026-03-23,W008,72.29,33.21,88.86,106
2026-03-23,W009,76.76,25.04,72.37,134
2026-03-23,W010,89.44,26.38,89.38,92
2026-03-24,W001,76.34,33.63,83.76,221
2026-03-24,W002,76.69,32.87,70.63,117
2026-03-24,W003,25.16,30.93,67.27,77
2026-03-24,W004,86.45,24.48,70.34,157
2026-03-24,W005,116.29,32.85,72.26,146
2026-03-24,W006,42.15,27.75,84.01,197
2026-03-24,W007,78.12,30.87,60.69,68
2026-03-24,W008,95.9,24.33,55.7,116
2026-03-24,W009,114.2,24.74,60.95,146
2026-03-24,W010,19.31,24.75,87.96,73
2026-03-25,W001,40.55,33.85,86.26,230
2026-03-25,W002,3.72,33.42,60.77,161
2026-03-25,W003,18.85,25.01,62.19,98
2026-03-25,W004,49.11,29.54,87.4,188
2026-03-25,W005,31.83,26.82,63.31,62
2026-03-25,W006,47.15,29.5,72.18,63
2026-03-25,W007,43.3,28.28,65.31,219
2026-03-25,W008,75.01,28.8,58.39,102
2026-03-25,W009,20.5,26.92,57.87,79
2026-03-25,W010,37.0,27.97,72.12,219
2026-03-26,W001,31.8,30.42,68.56,144
2026-03-26,W002,106.26,27.69,70.6,117
2026-03-26,W003,52.77,26.63,84.3,194
2026-03-26,W004,7.4,31.52,78.36,71
2026-03-26,W005,80.18,32.08,69.49,243
2026-03-26,W006,70.77,29.54,84.43,183
2026-03-26,W007,50.24,29.36,85.34,171
2026-03-26,W008,68.73,26.36,65.46,151
2026-03-26,W009,108.33,31.14,72.57,182
2026-03-26,W010,96.05,30.78,76.71,80
2026-03-27,W001,113.91,28.49,88.22,92
2026-03-27,W002,116.66,32.08,59.42,158
2026-03-27,W003,9.4,30.83,62.07,210
2026-03-27,W004,17.75,29.95,66.19,236
2026-03-27,W005,109.7,24.67,68.58,151
2026-03-27,W006,66.25,32.57,73.19,53
2026-03-27,W007,94.39,30.23,73.29,157
2026-03-27,W008,13.5,25.5,74.83,199
2026-03-27,W009,91.01,33.4,87.37,194
2026-03-27,W010,93.55,31.86,85.36,138
2026-03-28,W001,105.35,26.64,77.92,196
2026-03-28,W002,73.08,24.37,64.64,86
2026-03-28,W003,74.19,30.81,69.06,151
2026-03-28,W004,106.75,27.31,63.32,240
2026-03-28,W005,57.03,26.69,68.04,136
2026-03-28,W006,98.09,27.03,64.81,175
2026-03-28,W007,102.99,30.85,89.04,108
2026-03-28,W008,16.13,33.74,70.51,132
2026-03-28,W009,32.33,28.17,77.59,98
2026-03-28,W010,53.01,33.13,69.25,174
2026-03-29,W001,91.14,32.67,83.74,181
2026-03-29,W002,94.98,24.66,79.83,153
2026-03-29,W003,16.28,32.51,85.78,57
2026-03-29,W004,20.85,32.75,62.03,64
2026-03-29,W005,29.94,28.56,87.13,230
2026-03-29,W006,23.89,27.68,71.25,151
2026-03-29,W007,76.25,25.24,56.07,145
2026-03-29,W008,58.65,28.46,88.62,171
2026-03-29,W009,70.43,27.5,60.72,116
2026-03-29,W010,89.88,30.89,64.98,148
2026-03-30,W001,5.96,32.54,82.29,104
2026-03-30,W002,102.85,30.47,78.72,118
2026-03-30,W003,78.19,29.13,85.26,246
2026-03-30,W004,81.86,28.74,59.63,94
2026-03-30,W005,72.14,24.08,63.83,128
2026-03-30,W006,85.53,31.09,64.64,146
2026-03-30,W007,102.19,28.59,62.64,127
2026-03-30,W008,81.26,32.24,68.9,76
2026-03-30,W009,0.88,33.99,88.83,145
2026-03-30,W010,67.37,29.94,64.89,225
2026-03-31,W001,12.97,24.64,89.59,213
2026-03-31,W002,39.02,26.77,77.96,216
2026-03-31,W003,35.85,25.5,81.79,64
2026-03-31,W004,96.65,32.02,76.0,219
2026-03-31,W005,38.35,25.4,55.89,177
2026-03-31,W006,119.7,26.59,69.65,149
2026-03-31,W007,88.41,29.83,89.82,98
2026-03-31,W008,41.18,31.13,79.02,213
2026-03-31,W009,94.19,33.07,78.52,179
2026-03-31,W010,36.02,25.7,78.02,192
2026-04-01,W001,21.74,24.98,59.48,116
2026-04-01,W002,87.02,29.59,86.94,224
2026-04-01,W003,107.95,30.54,62.78,107
2026-04-01,W004,89.31,27.07,82.58,134
2026-04-01,W005,44.6,29.86,71.23,80
2026-04-01,W006,56.46,32.66,75.43,208
2026-04-01,W007,8.55,32.89,72.52,224
2026-04-01,W008,45.8,26.98,56.89,88
2026-04-01,W009,16.48,26.0,69.32,195
2026-04-01,W010,107.14,33.87,60.01,233
2026-04-02,W001,21.64,24.81,66.64,95
2026-04-02,W002,37.61,24.58,70.82,103
2026-04-02,W003,91.34,25.69,81.76,175
2026-04-02,W004,94.23,31.8,59.53,161
2026-04-02,W005,76.02,28.03,88.79,148
2026-04-02,W006,0.56,29.34,80.57,53
2026-04-02,W007,107.04,31.57,73.59,54
2026-04-02,W008,81.21,30.27,63.71,227
2026-04-02,W009,105.24,27.12,58.59,178
2026-04-02,W010,70.64,25.67,83.83,126
2026-04-03,W001,113.82,28.56,73.21,184
2026-04-03,W002,40.54,32.88,89.84,137
2026-04-03,W003,119.54,28.9,81.25,92
2026-04-03,W004,113.77,33.18,69.12,108
2026-04-03,W005,26.92,33.85,62.39,55
2026-04-03,W006,70.76,25.69,67.83,216
2026-04-03,W007,95.06,27.75,77.41,247
2026-04-03,W008,64.17,24.49,89.81,219
2026-04-03,W009,12.97,32.36,56.69,79
2026-04-03,W010,50.01,27.8,74.15,171
2026-04-04,W001,84.22,26.05,79.0,52
2026-04-04,W002,36.13,30.62,78.19,119
2026-04-04,W003,74.74,31.01,69.66,76
2026-04-04,W004,61.39,30.18,64.89,250
2026-04-04,W005,12.75,25.99,61.99,117
2026-04-04,W006,99.78,33.73,67.53,154
2026-04-04,W007,35.44,24.39,72.37,103
2026-04-04,W008,82.58,28.81,63.21,53
2026-04-04,W009,80.6,33.07,84.23,221
2026-04-04,W010,59.29,33.49,82.28,69
2026-04-05,W001,86.83,25.01,63.96,109
2026-04-05,W002,54.81,33.77,64.24,62
2026-04-05,W003,11.98,25.75,56.38,124
2026-04-05,W004,43.23,30.77,69.91,79
2026-04-05,W005,11.4,31.58,56.61,85
2026-04-05,W006,79.6,25.71,67.51,162
2026-04-05,W007,114.61,26.68,80.66,145
2026-04-05,W008,97.8,25.83,69.03,166
2026-04-05,W009,32.62,27.86,84.77,157
2026-04-05,W010,77.86,31.97,58.96,228
2026-04-06,W001,87.17,33.82,84.55,76
2026-04-06,W002,49.92,29.91,83.08,223
2026-04-06,W003,52.58,30.11,82.27,206
2026-04-06,W004,3.46,30.84,84.35,83
2026-04-06,W005,57.97,28.88,86.07,162
2026-04-06,W006,5.52,26.62,66.0,230
2026-04-06,W007,104.2,29.25,81.03,235
2026-04-06,W008,67.8,33.78,78.44,136
2026-04-06,W009,62.29,30.88,76.64,160
2026-04-06,W010,79.41,26.49,67.1,223
2026-04-07,W001,76.97,25.49,83.93,206
2026-04-07,W002,6.55,30.43,60.49,170
2026-04-07,W003,102.22,32.69,57.62,175
2026-04-07,W004,38.48,27.31,64.74,179
2026-04-07,W005,26.72,30.43,69.11,110
2026-04-07,W006,9.46,28.44,75.06,72
2026-04-07,W007,102.79,28.47,59.15,177
2026-04-07,W008,89.43,24.18,69.12,59
2026-04-07,W009,66.86,24.0,58.18,204
2026-04-07,W010,115.58,30.38,86.15,193
2026-04-08,W001,24.82,30.71,88.26,143
2026-04-08,W002,99.04,32.17,84.55,134
2026-04-08,W003,67.22,30.2,71.56,218
2026-04-08,W004,43.6,28.53,58.41,218
2026-04-08,W005,26.61,27.41,84.05,124
2026-04-08,W006,65.72,27.74,58.72,92
2026-04-08,W007,59.09,32.22,80.99,154
2026-04-08,W008,12.84,30.11,61.56,150
2026-04-08,W009,25.87,32.25,61.67,136
2026-04-08,W010,12.93,28.14,87.43,222
2026-04-09,W001,70.66,31.72,70.77,218
2026-04-09,W002,70.72,29.04,88.73,51
2026-04-09,W003,63.64,24.49,87.74,199
2026-04-09,W004,57.95,29.08,87.24,95
2026-04-09,W005,83.02,25.74,83.53,76
2026-04-09,W006,46.49,30.01,85.89,179
2026-04-09,W007,105.77,28.19,76.31,227
2026-04-09,W008,91.48,26.74,88.73,125
2026-04-09,W009,54.34,25.33,69.45,229
2026-04-09,W010,106.37,29.12,84.51,190
2026-04-10,W001,103.28,31.12,87.74,211
2026-04-10,W002,26.08,26.1,80.0,225
2026-04-10,W003,41.44,30.72,89.35,216
2026-04-10,W004,117.02,25.78,73.99,213
2026-04-10,W005,38.69,25.15,67.33,172
2026-04-10,W006,69.94,33.43,79.85,222
2026-04-10,W007,89.74,32.41,65.01,158
2026-04-10,W008,97.0,29.23,55.88,87
2026-04-10,W009,6.37,24.57,64.34,91
2026-04-10,W010,118.02,30.83,60.12,65
2026-04-11,W001,82.87,26.95,81.38,58
2026-04-11,W002,43.04,28.53,76.56,222
2026-04-11,W003,88.74,32.65,80.98,193
2026-04-11,W004,46.67,29.11,82.89,228
2026-04-11,W005,34.52,30.64,87.43,149
2026-04-11,W006,49.99,31.88,78.98,191
2026-04-11,W007,6.46,31.44,62.11,249
2026-04-11,W008,103.25,28.43,62.89,212
2026-04-11,W009,84.56,30.48,81.43,189
2026-04-11,W010,88.61,25.96,80.37,99
2026-04-12,W001,35.3,25.77,78.89,97
2026-04-12,W002,115.5,31.35,59.18,60
2026-04-12,W003,51.42,29.57,59.55,199
2026-04-12,W004,101.52,24.06,71.32,89
2026-04-12,W005,4.79,33.29,75.89,248
2026-04-12,W006,111.89,30.16,78.17,175
2026-04-12,W007,94.79,29.5,57.55,231
2026-04-12,W008,38.14,26.2,61.44,67
2026-04-12,W009,94.35,25.59,74.01,153
2026-04-12,W010,11.03,26.21,62.47,134
2026-04-13,W001,39.73,26.94,88.26,208
2026-04-13,W002,63.66,33.97,83.83,216
2026-04-13,W003,1.06,30.69,70.6,214
2026-04-13,W004,73.64,30.21,88.56,224
2026-04-13,W005,106.28,27.81,82.87,79
2026-04-13,W006,46.31,29.4,64.9,182
2026-04-13,W007,98.65,27.75,83.1,164
2026-04-13,W008,58.42,26.96,77.8,132
2026-04-13,W009,61.67,33.48,60.86,247
2026-04-13,W010,64.56,24.07,57.29,221
2026-04-14,W001,75.54,26.13,78.99,76
2026-04-14,W002,24.67,32.29,85.75,239
2026-04-14,W003,93.02,30.47,87.89,241
2026-04-14,W004,82.33,24.24,80.09,59
2026-04-14,W005,10.5,24.54,82.8,192
2026-04-14,W006,8.45,32.22,86.88,154
2026-04-14,W007,46.56,30.3,70.16,54
2026-04-14,W008,46.74,25.18,55.21,234
2026-04-14,W009,74.2,31.56,75.5,229
2026-04-14,W010,101.79,27.58,72.6,124
2026-04-15,W001,94.43,27.01,58.03,245
2026-04-15,W002,111.2,27.81,83.77,57
2026-04-15,W003,56.88,29.33,59.77,150
2026-04-15,W004,95.61,32.49,65.32,212
2026-04-15,W005,17.29,30.77,87.0,236
2026-04-15,W006,77.75,33.57,55.39,192
2026-04-15,W007,16.96,24.42,75.05,150
2026-04-15,W008,64.46,33.47,65.66,241
2026-04-15,W009,88.97,31.26,62.41,215
2026-04-15,W010,102.18,25.42,61.44,207
2026-04-16,W001,100.17,25.94,61.35,195
2026-04-16,W002,102.27,32.51,87.63,190
2026-04-16,W003,55.35,29.5,65.17,67
2026-04-16,W004,30.08,25.97,75.32,134
2026-04-16,W005,42.86,30.71,63.21,122
2026-04-16,W006,74.34,33.0,66.12,165
2026-04-16,W007,39.4,30.59,79.27,89
2026-04-16,W008,67.87,27.64,66.07,159
2026-04-16,W009,20.24,27.13,82.5,232
2026-04-16,W010,88.78,28.36,84.4,84
2026-04-17,W001,81.55,27.32,71.8,164
2026-04-17,W002,43.05,27.05,74.31,94
2026-04-17,W003,77.47,24.82,64.82,85
2026-04-17,W004,106.96,25.96,80.67,210
2026-04-17,W005,9.18,24.75,55.65,179
2026-04-17,W006,75.8,32.13,75.26,246
2026-04-17,W007,70.8,33.06,74.31,189
2026-04-17,W008,107.28,29.4,77.89,88
2026-04-17,W009,43.9,26.23,82.03,237
2026-04-17,W010,102.86,25.34,72.54,73
2026-04-18,W001,47.61,29.02,78.19,207
2026-04-18,W002,82.1,31.57,59.91,90
2026-04-18,W003,21.5,33.49,78.08,87
2026-04-18,W004,88.31,28.84,67.56,106
2026-04-18,W005,91.38,26.32,64.25,109
2026-04-18,W006,5.14,26.07,86.77,142
2026-04-18,W007,46.57,33.18,85.85,60
2026-04-18,W008,117.67,27.24,79.63,183
2026-04-18,W009,76.03,26.73,80.97,198
2026-04-18,W010,65.32,25.74,77.88,143
2026-04-19,W001,70.52,32.98,57.72,114
2026-04-19,W002,45.16,33.07,73.07,140
2026-04-19,W003,98.07,27.45,82.74,204
2026-04-19,W004,0.79,32.82,70.4,108
2026-04-19,W005,9.25,30.43,62.4,97
2026-04-19,W006,18.88,30.02,83.59,219
2026-04-19,W007,27.64,32.11,80.21,173
2026-04-19,W008,81.03,28.79,75.68,215
2026-04-19,W009,100.0,24.22,56.51,196
2026-04-19,W010,71.08,25.35,72.94,196
2026-04-20,W001,17.62,25.66,87.29,182
2026-04-20,W002,114.99,29.99,74.73,54
2026-04-20,W003,105.42,31.28,83.75,71
2026-04-20,W004,25.99,30.07,71.5,173
2026-04-20,W005,20.47,32.3,76.03,199
2026-04-20,W006,98.45,25.82,78.09,117
2026-04-20,W007,20.13,30.86,87.28,202
2026-04-20,W008,70.87,26.3,68.49,77
2026-04-20,W009,1.99,29.23,86.83,225
2026-04-20,W010,50.38,25.5,58.37,171
2026-04-21,W001,108.19,30.0,85.72,186
2026-04-21,W002,60.4,25.18,71.88,83
2026-04-21,W003,108.24,29.39,55.04,248
2026-04-21,W004,81.43,28.31,69.72,61
2026-04-21,W005,83.72,28.29,87.84,173
2026-04-21,W006,94.75,27.81,75.62,239
2026-04-21,W007,108.94,32.37,75.16,158
2026-04-21,W008,16.07,28.77,63.14,71
2026-04-21,W009,33.99,32.77,69.3,98
2026-04-21,W010,0.66,31.44,55.25,183
2026-04-22,W001,14.14,24.07,77.91,226
2026-04-22,W002,96.51,28.09,58.73,159
2026-04-22,W003,78.19,26.54,84.92,158
2026-04-22,W004,67.76,30.12,89.71,151
2026-04-22,W005,90.6,28.13,82.43,173
2026-04-22,W006,21.45,29.59,71.93,128
2026-04-22,W007,69.32,31.74,68.93,85
2026-04-22,W008,102.6,30.59,81.17,164
2026-04-22,W009,93.97,33.49,58.51,180
2026-04-22,W010,48.07,27.38,74.27,228
2026-04-23,W001,82.15,24.52,68.62,212
2026-04-23,W002,0.63,24.91,60.09,203
2026-04-23,W003,52.25,24.64,62.76,70
2026-04-23,W004,73.08,31.24,87.57,152
2026-04-23,W005,73.68,29.21,79.91,202
2026-04-23,W006,6.9,31.74,61.13,176
2026-04-23,W007,52.68,26.02,77.99,182
2026-04-23,W008,34.32,24.34,75.98,182
2026-04-23,W009,83.81,30.15,78.59,142
2026-04-23,W010,28.71,24.0,60.51,120
2026-04-24,W001,93.56,27.53,68.83,200
2026-04-24,W002,24.04,24.15,79.63,73
2026-04-24,W003,65.95,31.26,74.57,199
2026-04-24,W004,41.77,33.63,64.68,205
2026-04-24,W005,115.57,28.55,69.14,51
2026-04-24,W006,31.33,28.07,58.73,68
2026-04-24,W007,60.38,27.4,59.1,181
2026-04-24,W008,114.81,32.76,83.46,197
2026-04-24,W009,30.02,28.43,68.2,173
2026-04-24,W010,92.4,31.57,88.64,167
2026-04-25,W001,81.79,32.97,85.17,173
2026-04-25,W002,13.95,24.68,77.18,106
2026-04-25,W003,81.23,26.3,66.05,140
2026-04-25,W004,61.98,24.1,84.13,113
2026-04-25,W005,34.47,27.99,81.21,137
2026-04-25,W006,9.12,33.31,71.68,140
2026-04-25,W007,26.23,29.74,61.4,241
2026-04-25,W008,81.97,33.1,72.46,101
2026-04-25,W009,28.18,26.42,64.29,108
2026-04-25,W010,24.33,26.5,76.65,89
2026-04-26,W001,93.47,25.2,57.75,219
2026-04-26,W002,59.12,24.07,85.0,60
2026-04-26,W003,101.76,27.71,66.04,197
2026-04-26,W004,104.25,28.91,89.45,180
2026-04-26,W005,33.63,26.22,75.18,63
2026-04-26,W006,63.09,28.23,87.89,58
2026-04-26,W007,60.3,27.94,79.02,94
2026-04-26,W008,54.86,25.2,73.14,130
2026-04-26,W009,82.71,24.12,62.38,198
2026-04-26,W010,12.09,27.62,85.16,97
2026-04-27,W001,65.83,26.37,71.5,206
2026-04-27,W002,41.17,25.84,69.84,157
2026-04-27,W003,84.09,27.72,84.9,121
