police_location_id,source_feature_id,object_id,feature_id,name,subtype,type_code,location,ward_code_source,brd_line_no,remarks,working_hours,year_construct,no_of_floors,no_of_rooms,employee_quantity,employee_male,employee_female,employee_disabled,cctv_service,fire_audit,fire_extinguishing_system,structural_audit,ramp_disabled,bathroom_facility,water_tank_capacity,created_date,created_user,last_edited_date,last_edited_user,edu_update_time,edu_update_user,latitude,longitude,source,source_file,verification_status,coordinate_valid,source_ward,gis_ward,ward_match,urban_ward_code
POLICE_067,PS27301700111,67,PS27301700111,Ashok Nagar Police Outpost,Station,1,Ashoknagar Police Outpost Mulund West,T,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154884000.0,DMMASTER,,,19.164789,72.948227,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,T,T,True,T
POLICE_068,PS21259800064,68,PS21259800064,Powai Police Station,Station,1,"Rambaug Junction, A.D. Marg, Powai, Mumbai - 400072.  B.K.Mahadeshwar  9594376376 powaipolicestation@mtnl.net.in",S,25700218,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155270000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.1197044,72.8994752,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,S,S,True,S
POLICE_069,PS23198000065,69,PS23198000065,Deonar Police Station,Station,1,"Behind Deonar Slaughter House, Govandi,  Mumbai-400043. Dhanraj.S.Gaikwad 9769908904 deonarpolicestation@mtnl.net.in",M/E,25504292,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155279000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.058595,72.9171225,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,ME,ME,True,ME
POLICE_070,PS26167700066,70,PS26167700066,Trombay Police Station,Station,1,"Cheeta Camp, Sion-Trombay Road, Mumbai -400088. Nitin Vinayak Yadav trombaypolicestation@gmail.com",M/E,25567190,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155293000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.0382176,72.9454227,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,ME,ME,True,ME
POLICE_071,PS22176600068,71,PS22176600068,C G Road Police Station,Station,1,"Police Station, Dr Choitram Gidwani Road, Chembur, Mumbai,",M/E,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155313000.0,DMMASTER,,,19.045599,72.906967,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,ME,ME,True,ME
POLICE_072,PS24187400067,72,PS24187400067,Mankhurd Police Station,Station,1,"Bld.No.7/A, Lallubhai Compound, Mankhurd, Mumbai - 400043.  Nasor A.H.Shaikh 9320091966 mankhurdpolicestation@mtnl.net.in",M/E,28917286,Re- Locate,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155345000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.0532228,72.9262581,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,ME,ME,True,ME
POLICE_073,PS15188000154,73,PS15188000154,Mumbai Sagari Police Station,Station,1,"New Mahim Police Line, Ground Floor, Building No 09, S.L.Raheja Road, Mahim, Mumbai - 400016.  Vijay M. Kadam 9821671217 mumbaisagaripolicestation@mtnl.net.in",G/N,24440091,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155355000.0,DMMASTER,,,19.0482591,72.8422953,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,GN,GN,True,GN
POLICE_074,PS20203500153,74,PS20203500153,V B Nagar Police Station,Station,1,"H.I.G Colony, BLD NO. 7 Kohonoor Co.op Hs . Society. V.B Nagar, Kurla (W), Mumbai - 400070. Pravin More  9821517320 vbnagarpolicestation@mtnl.net.in",L,26500296,L ward,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155366000.0,DMMASTER,,,19.0717166,72.8841818,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,L,L,True,L
POLICE_075,PS21164600070,75,PS21164600070,R C F Police Station,Station,1,"Survey No 12 B, 13 B, CTS No 213,215, 216, Rc Marg,   Hemu Kalani Marg, Sindhi Society, Chembur, Mumbai 400074.  Dilip Vishnu Raut 9870204020 rcfpolicestation@mtnl.net.in",M/E,25541991,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155484000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.036489,72.895599,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,ME,ME,True,ME
POLICE_076,PS10000100157,76,PS10000100157,Kurla Police Station,Station,1,"Sarveshwar Mandir Marg, Takiya Ward, Kurla (W) Mumbai 400070",N,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155619000.0,DMMASTER,,,19.0766504,72.9367756,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,N,N,True,N
POLICE_077,PS18271000148,77,PS18271000148,Meghwadi Police Station,Station,1,"Income Tax Colony, R R Thakur Road, Jogeshwari East, Mumbai- 400060. A.Vastrad 9867251988 acpmeghwadi@mtnl.net.in  Vinod V. Shinde 9821239102 meghwadipolicestation@mtnl.net.in",K/E,28367548,"28367548, 28210837",,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1602503011000.0,DMMASTER,1601741894000.0,Dhaygude Sachin Sadashiv,19.1314908,72.8610788,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_078,PS15118300002,78,PS15118300002,Kalachowki Police Station,Station,1,"Veer Shrikant Hadkar Marg, Chatai Chawl, Abhyudaya Nagar, Kalachowki, Parel Mumbai - 400033.",F/S,23715863,kalachowkipolicestation@mtnl.net.in  Re-locate,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308540000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,18.9879121,72.8423906,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FS,FS,True,FS
POLICE_079,PS17164000007,79,PS17164000007,Sion Police Station,Station,1,"Matunga Police Station compound,King's Circle Flyover, Mutunga,  Mumbai-400019.",F/N,24031376,Y.C.Gorade 9870160621 sionpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308566000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.030869,72.857656,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FN,FN,True,FN
POLICE_080,PS17164000008,80,PS17164000008,Matunga Police Station,Station,1,"Dr. Babasaheb Ambedkar Road, King's Circle Flyover, Mutunga,  Mumbai-400019.",F/N,24021512,B.M.Kakad 9821220270 matungapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308512000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.031156,72.857839,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FN,FN,True,FN
POLICE_081,PS18154000009,81,PS18154000009,Antop Hill Police Station,Station,1,"Bldg. No.229, Ground Flr, Sector - VI, Antop Hill, Mumbai-37. M.Khollam, 9870549544 antophillpolicestation@mtnl.net.in",F/N,24013767,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308617000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.0305167,72.8646705,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FN,FN,True,FN
POLICE_083,PS14099700139,83,PS14099700139,Byculla Police Station,Station,1,"16, Hansraj Lane, Near Moti Shah Jain Temple, Byculla (E), Mumbai-400027.",E,23748292,Suresh Shankarao Magdum 9821220293 bycullapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308515000.0,DMMASTER,,,18.9735429,72.8340621,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,E,E,True,E
POLICE_084,PS13108100140,84,PS13108100140,Agripada Police Station,Station,1,"Agripada Police Station, Dr. Nair  Road, Agripada, Mumbai-400011.",E,23070532,Ashok Sarambalkar  9920211266 agripadapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308511000.0,DMMASTER,,,18.976616,72.824173,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,E,E,True,E
POLICE_085,PS15077900128,85,PS15077900128,Mandvi Police Station,Station,1,"Frere Road, Dana Bandar, Mandvi, Mumbai - 400009.",B,23463333,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1579525971000.0,DMMASTER,,,18.957191,72.842255,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,B,B,True,B
POLICE_086,PS11000000011,86,PS11000000011,New Police Line,Station,0,"New Police Line,S Radha Krishnan Road,Near Andheri Station,Andheri East,Mumbai, 400069",K/E,,,,,,,,,,,,,,,,,,1578934221000.0,DMMASTER,1578934221000.0,DMMASTER,,,19.11946,72.84827,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_087,PS17296800089,87,PS17296800089,Vanrai Police Station,Station,1,"Bldg, Nos. 2/Mhada vanrai Colony, Goregaon (E), Mumbai - 400063. Chandrakant N Gurav 9821624681 goregaoneastpolicestation07@yahoo.in",P/S,26862933,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155685000.0,DMMASTER,,,19.155743,72.857735,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,PS,PS,True,PS
POLICE_088,PS17377900091,88,PS17377900091,Kasturba Marg Police Station,Station,1,"at the Junction of Main Kasturba Road & Cross Road No.1, Borivali (E), Mumbai-400066. Suhas Raikar  9594344111 kasturbapolicestation@mtnl.net.in",R/C,28066158,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155703000.0,DMMASTER,,,19.228308,72.857933,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,RC,RC,True,RC
POLICE_090,PS15389300096,90,PS15389300096,M H B Police Station,Station,1,"Old. M.H.B Colony, Near Borivali Main Post Office, New Link Road, Borivali (W), Mumbai - 400091.  Subhas Krishna Chavan 9870298510 mhbpolicestation@mtnl.net.in",R/C,28679323,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155756000.0,DMMASTER,,,19.23222,72.840408,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,RC,RC,True,RC
POLICE_091,PS19301600086,91,PS19301600086,Aarey Police Station,Station,1,"Near O.P.Garden, Dinkarrao Desai Marg, Aaery Colony, Near Chotta Kashmir Boating Club,Goregaon (E), Mumbai - 400065.Vilas Shrikant Chavan aareysubpolicestation@mtnl.net.in aareypolicestation@gmail.com",P/S,29272485,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155016000.0,DMMASTER,,,19.162741,72.87178,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,PS,PS,True,PS
POLICE_092,PS23178900141,92,PS23178900141,Govandi Police Station,Station,1,"CTS No. 373/5, HP Petrol Pump Lane, Near Raheja Acropolis-II, Off V.N Purav Marg, Deonar, Mumbai - 400088.  Uttam Kolekar 9821629922  srpigovandi@gmail.com",M/E,25562171,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155078000.0,DMMASTER,,,19.0486326,72.9177698,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,ME,ME,True,ME
POLICE_094,PS17378100143,94,PS17378100143,Borivali Police Station,Station,1,"Opp.Borivali Railway Station, S. V. Road, Borivali (W), Mumbai - 400066. Gunaji Sawant  9821334681 borivalipolicestation@mtnl.net.in",R/C,28906606,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155100000.0,DMMASTER,,,19.2291142,72.8559244,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,RC,RC,True,RC
POLICE_096,PS25269900147,96,PS25269900147,Kanjur Marg Police Station,Station,1,"Nehru Nagar, Near Pariwar Co-Opp. Housing Socity,kanjur marg East,  Mumbai - 400042. A.L Satpute   9821898799 kanjurmargpstn@gmail.com",S,25780753,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598155141000.0,DMMASTER,,,19.1301221,72.9373573,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,S,S,True,S
POLICE_099,PS23227200150,99,PS23227200150,Pant Nagar Police Station,Station,1,"B.N.72, Gr. Floor, Swamy Samarth Ramdas Road. Pant Nagar, Ghatkopar (E), Mumbai-400075.  Shankar Anandrao Dhanavade   9870148622pantnagarpstn@gmail.com",,21028914,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1647976127000.0,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1628211528000.0,Rathod Savita Ghevarchand,19.087191,72.91634,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,,N,False,N
POLICE_101,PS17152600013,101,PS17152600013,Police Station-1715260000365,Station,1,,F/N,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154087000.0,DMMASTER,,,19.026953,72.855331,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FN,FN,True,FN
POLICE_102,PS17145400014,102,PS17145400014,Police Station-1714540000366,Station,1,"Raffi Ahemad Kidwai marg, Wadala.",F/N,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154094000.0,DMMASTER,,,19.0165499,72.8586778,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FN,FN,True,FN
POLICE_103,PS16132800015,103,PS16132800015,Deputy Commissioner Office,Office,1,"Deputy Commisioner Office Police Headquarter, Apana Bazar, Borivada, Naigaon, Dadar",F/S,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154110000.0,DMMASTER,,,19.010983,72.846375,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FS,FS,True,FS
POLICE_104,PS16133400017,104,PS16133400017,G D Marg Police Station,Station,1,"G D Ambekar Marg, Naigaon, Dadar East, Mumbai,",F/S,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154143000.0,DMMASTER,,,19.007332,72.846916,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FS,FS,True,FS
POLICE_105,PS17137900021,105,PS17137900021,Wadala Police Station1,Station,1,Wadala Police Station,F/S,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154154000.0,DMMASTER,,,19.011597,72.860413,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FS,FS,True,FS
POLICE_106,PS17256000052,106,PS17256000052,G H Road Police Station,Station,1,"Guru Hargovindji Road, Andheri East, Mumbai 400053",K/E,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154191000.0,DMMASTER,,,19.111944,72.857948,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_107,PS18140300010,107,PS18140300010,Wadala Police station,Station,1,"Antop Hill Road, Near Korba Mithagar, Nadkarni Park, Wadala (E), Mumbai-400037.",F/N,"24185250, 24121754",Parshuram Karyakarte 8108254777 wadalapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154257000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.01549,72.863663,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,FN,FN,True,FN
POLICE_108,PS12118100033,108,PS12118100033,Mahalakshmi Police Station,Station,1,"Mahalakshmi Police Station, Mumbai, Maharashtra",G/S,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154284000.0,DMMASTER,,,18.986382,72.814316,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,GS,GS,True,GS
POLICE_109,PS16280300062,109,PS16280300062,Police Station-1628030000824,Station,1,"Police JogeshwariSubway Bridge, Gumpha Road, Jogeshwari East, Mumbai 400060",K/W,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154396000.0,DMMASTER,,,19.142096,72.84269,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KW,KW,True,KW
POLICE_110,PS19194700063,110,PS19194700063,Kurla Railway Police Station,Office,1,,L,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154415000.0,DMMASTER,,,19.064808,72.876251,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,L,L,True,L
POLICE_112,PS24244300073,112,PS24244300073,Police Station-2424430001072,Station,1,,N,,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1598154636000.0,DMMASTER,,,19.1060169,72.9226199,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,N,N,True,N
POLICE_113,PS16235400050,113,PS16235400050,Vileparle Police Station,Station,1,"Nehru Road, Near Centuar Hotel, Navpada, Vileparle (E), Mumbai - 400099.",K/E,26117317,Smt. R. Maharao 9821461163 vileparlepolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1648449203000.0,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,19.096262,72.855143,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_114,PS18404600099,114,PS18404600099,Dahisar Police Station,Station,1,"S V Road, Near Union Bank, Dahisar (E), Mumbai - 400068.  Prakash Nana Jadhav 9821131509dahisarpolicestation@mtnl.net.indahisarpolicestation@gmail.com",R/N,28284024,,,,,,,,,,,,,,,,,1649881051000.0,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1649881311000.0,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,19.2527603,72.8643764,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,RN,RN,True,RN
POLICE_115,PS15125500019,115,PS15125500019,Dadasaheb Bhadkamkar Road Police station,Station,1,"Lamington Road, Shapur Baug, Near HDFC Bank, Grant Road (East), Mumbai 400007",D,23870181,,,,,,,,,,,,,,,,,1649882880000.0,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1649883092000.0,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,18.9609011,72.8170867,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,D,D,True,D
POLICE_116,PS17213000040,116,PS17213000040,Deputy Commissioner Of Police (QRT),Office,1,"Bala Marg, Yashwant Nagar, Vakola, Santacruz (East)  Mumbai 400055.",H/E,26668757,Shashikant Narayan Satav D.C.P. (Q.R.T.) 9773337706 acpqrt@gmail.com,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566137209000.0,DMMASTER,,,19.0758921,72.8563059,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,HE,HE,True,HE
POLICE_117,PS16197900039,117,PS16197900039,B K C Police Station,Station,1,"Bandra-Kurla Complex Road, Opp. I.C.I.C.I. Bank, Bandra (E), Mumbai - 400051.",H/E,26504483,Kundlik V. Nigade 8108999300  bkcpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566133925000.0,DMMASTER,,,19.0646042,72.8603032,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,HE,HE,True,HE
POLICE_118,PS15084400124,118,PS15084400124,Dongri Police Station,Station,1,"Dr. Maheshwari Road, Near Sandhurst  Road Railway Station, Dongri, Mumbai - 400009.",B,23719136,Vilas Gangacane 9870161174 dongripolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566224851000.0,DMMASTER,,,18.9621806,72.839038,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,B,B,True,B
POLICE_119,PS14076600126,119,PS14076600126,Pydhonie Police Station,Station,1,"Ibrahim Rahmatullah Road, Opp Hamidiya Masjid, Mumbadevi Area, Mumbai - 400003.",B,23436114,Sunil Ramchandra Kawlekar 9594989751 paydhuniepolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566225624000.0,DMMASTER,,,18.954067,72.831943,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,B,B,True,B
POLICE_120,PS12086300130,120,PS12086300130,Gaondevi Police Station,Station,1,"7, Pandita Ramabai Marg, Papanas Wadi, Gaondevi,  Mumbai -400007.",D,23803505,Rajaram Dattatray Prabhu  9870518679  gamdevipolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566147366000.0,DMMASTER,,,18.960472,72.812416,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,D,D,True,D
POLICE_121,PS13022900118,121,PS13022900118,Cuffe Parade Police Station,Station,1,"Sadhu T. L. Waswani Marg, Near World Trade Center, Babasaheb Ambedkar Nagar, Cuffe Parade, Mumbai - 400005.",A,22180588,Dipak J. Patil 9870367936 cuffeparadepolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566297400000.0,DMMASTER,,,18.9119522,72.8189364,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,A,A,True,A
POLICE_122,PS13048900116,122,PS13048900116,Marine Drive Police Station,Station,1,"Dinshaw Vaccha Road, Behind Yashodhan Bldg. In front of C.C.I. Club, Mumbai-400020.",A,22880267,,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566298723000.0,DMMASTER,,,18.930164,72.824654,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,A,A,True,A
POLICE_123,PS14087600125,123,PS14087600125,J J Marg Police Station,Station,1,"Sir J.J. Hospital Compound, Sir J. J. Road, Byculla, Mumbai - 400008.",E,"23770118, 9702673676",Anil Narayan Madvi  8108000369 jjmargpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566297974000.0,DMMASTER,,,18.962951,72.832324,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,E,E,True,E
POLICE_124,PS16215600038,124,PS16215600038,Vakola Police Station,Station,1,"Anand Nagar, Western Highway, Santacruz (E), Mumbai-55.",H/E,"26471306, 26682756",Mahadev Vavhale 9223270816 wakolapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308509000.0,DMMASTER,,,19.080891,72.847748,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,HE,HE,True,HE
POLICE_125,PS16196800041,125,PS16196800041,Kherwadi Police Station,Station,1,"Government Colony, Bldg No. 5, Gr floor, Ambedkar Nagar, Bandra (E), Mumbai - 400051.",H/E,26571216,Re- Locate Sujata Patil 9870294939 kherwadipolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308555000.0,DMMASTER,,,19.0658833,72.850105,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,HE,HE,True,HE
POLICE_126,PS17212400043,126,PS17212400043,Airport Police Station,Station,1,"Airport Terminal Building, Near Gate no 01, Domestic Airport, CSIA, Mumbai 400099.",K/E,26156921,Babu T. Mukhedkar  9870318197 airportpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308547000.0,DMMASTER,,,19.09408,72.865889,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_127,PS16191900037,127,PS16191900037,Nirmal Nagar Police Station,Station,1,"Jay Prakash Road, Nirmal Nagar, Bandra (East), Mumbai - 400051.",H/E,"26682756, 26471306",Sudhir Sakharam Jambavdekar  9821954272 nirmalnagarpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308487000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.065434,72.844902,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,HE,HE,True,HE
POLICE_128,PS16255900054,128,PS16255900054,Andheri Police Station,Station,1,"Sahar Road, Opp. Andheri Railway Station, Vertex Junction, Andheri Kurla Road, Andheri East, Mumbai - 400069.",K/E,26831365,Nandkumar Madhavrao Dhumal 9821593185  ps.andheri.mum@mahapolice.gov.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308633000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.1204984,72.8480663,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_129,PS14267400058,129,PS14267400058,Versova Police Station,Station,1,"Link Road, Near C.D.Barfiwalla School, D.N.Nagar, Andheri (West), Mumbai-400053.",K/W,26365420,Ravindranath L. Pawar 9870433601  versovapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308747000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.1244929,72.8303846,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KW,KW,True,KW
POLICE_130,PS14289900059,130,PS14289900059,Oshiwara Police Station,Station,1,"New Link Road, Opp. Mhada, Oshiwara, Jogeshwari (West), Mumbai.  400047",K/W,26322753,Subhash Khanvilkar  9870221747 oshiwarapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308717000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.1475735,72.8315996,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KW,KW,True,KW
POLICE_131,PS16286400061,131,PS16286400061,Amboli Police Station,Station,1,"Patel Estate Road, Opp. Pushtik Society, Jogeshwari (W), Mumbai-400058.",K/W,26762002,Ramesh Sitaram Khadtare  9870441179 ambolipolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308683000.0,DMMASTER,1445731200000.0,Ajit N Deshmukh,19.1425368,72.8485408,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KW,KW,True,KW
POLICE_132,PS15211900044,132,PS15211900044,Santacruz Police Station,Station,1,"Juhu Tara Road, Linking Road, Opp. Juhu Garden,Santacruz (W), Mumbai-400054.",H/W,26487856,Shantanu Pawar 9892446642 santacruzpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566308563000.0,DMMASTER,,,19.084148,72.834816,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,HW,HW,True,HW
POLICE_133,PS11000000012,133,PS11000000012,ACP Office,Office,1,"Sahar Road, Opp. Andheri Railway Station, Vertex Junction, Railway Colony, Andheri East, Railway Colony, Andheri East, Mumbai, Maharashtra, 400053",K/E,9969111855,,,,,,,,,,,,,,,,,1566306188000.0,DMMASTER,1566306219000.0,DMMASTER,,,19.12056,72.848199,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,KE,KE,True,KE
POLICE_134,PS10000010159,134,PS10000010159,Traffic Police Head Office,Control Room,1,"Worli Police Camp, Sir Pochkhanwala Road, Near Hill Top Hotel, Worli, Mumbai - 400018,",G/S,"24954443, 24924734, 24937755",,,,,,,,,,,,,,,,,1479825702000.0,DMMASTER,1566300351000.0,DMMASTER,,,19.0097723,72.8177388,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True,GS,GS,True,GS
