police_location_id,source_feature_id,object_id,feature_id,name,subtype,type_code,location,ward_code_source,brd_line_no,remarks,working_hours,year_construct,no_of_floors,no_of_rooms,employee_quantity,employee_male,employee_female,employee_disabled,cctv_service,fire_audit,fire_extinguishing_system,structural_audit,ramp_disabled,bathroom_facility,water_tank_capacity,created_date,created_user,last_edited_date,last_edited_user,edu_update_time,edu_update_user,latitude,longitude,source,source_file,verification_status,coordinate_valid
POLICE_060,PS14240600146,60,PS14240600146,Juhu Police Station,Station,1,"V.M.Road, Near Kalaniketan, Yamuna Nagar, Juhu, Vile Parle (W), Mumbai-400056.",K/W,26184432,Shashiknat Mane 9870267602                juhupolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.647930335e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,19.103172,72.8328046,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_061,PS10000010325,61,PS10000010325,Nehru Nagar Police Station,Station,1,"Nehru Nagar Colony, Kurla (E), Mumbai - 400024.  Pramod Khoparde   9821624266 neharunagar1985@gmail.com",L,25290946,,,,,,,,,,,,,,,,,1.649879422e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1.649879975e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,19.0587439,72.8806665,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_062,PS14047300119,62,PS14047300119,Maharashtra State Police Headquarters,Office,2,"Maharashtra Police Mukhyalaya, Chhatrapati Shivaji Maharaj Marg, Colaba, Mumbai - 400001.",A,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154911e+12,DMMASTER,,,18.925152,72.83342,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_063,PS15050800122,63,PS15050800122,Deputy Commissioner of Police DCP Z-I,Office,1,"109, Valchand Hirachand Marg, 1st Floor, Opp. G.P.O., Fort, Mumbai 400001.  Dr. Ravindra A.Shisave 9423121011 dcpzone1-mum@mahapolice.gov.in",A,22620453,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154919e+12,DMMASTER,,,18.938305,72.835922,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_064,PS21182300072,64,PS21182300072,Chembur Police Station,Station,1,"Opp.Basant Park Society, R.C. Marg, Chembur, Mumbai-400071. S.G.Dal 9821891680chemburpolicestation@gmail.com",,,,,,1,10,,,,,,,,,,3,1000,1.479825702e+12,DMMASTER,1.598154955e+12,DMMASTER,1.628316173e+12,Rathod Savita Ghevarchand,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_065,PS10000010323,65,PS10000010323,Kurla Police Station,Station,1,"CST Road, Satejeevan Society, Kurla West",L,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.59815521e+12,DMMASTER,,,19.0649449,72.8762344,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_066,PS10000010324,66,PS10000010324,Chembur Traffice Division,Traffic Chowki,1,"Near Vijay Sales, Sumannagar, Chembur, Mumbai -74",M/W,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155238e+12,DMMASTER,,,19.0538625,72.884099,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_067,PS27301700111,67,PS27301700111,Ashok Nagar Police Outpost,Station,1,Ashoknagar Police Outpost Mulund West,T,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154884e+12,DMMASTER,,,19.164789,72.948227,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_068,PS21259800064,68,PS21259800064,Powai Police Station,Station,1,"Rambaug Junction, A.D. Marg, Powai, Mumbai - 400072.  B.K.Mahadeshwar  9594376376 powaipolicestation@mtnl.net.in",S,25700218,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.59815527e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.1197044,72.8994752,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_069,PS23198000065,69,PS23198000065,Deonar Police Station,Station,1,"Behind Deonar Slaughter House, Govandi,  Mumbai-400043. Dhanraj.S.Gaikwad 9769908904 deonarpolicestation@mtnl.net.in",M/E,25504292,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155279e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.058595,72.9171225,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_070,PS26167700066,70,PS26167700066,Trombay Police Station,Station,1,"Cheeta Camp, Sion-Trombay Road, Mumbai -400088. Nitin Vinayak Yadav trombaypolicestation@gmail.com",M/E,25567190,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155293e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.0382176,72.9454227,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_071,PS22176600068,71,PS22176600068,C G Road Police Station,Station,1,"Police Station, Dr Choitram Gidwani Road, Chembur, Mumbai,",M/E,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155313e+12,DMMASTER,,,19.045599,72.906967,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_072,PS24187400067,72,PS24187400067,Mankhurd Police Station,Station,1,"Bld.No.7/A, Lallubhai Compound, Mankhurd, Mumbai - 400043.  Nasor A.H.Shaikh 9320091966 mankhurdpolicestation@mtnl.net.in",M/E,28917286,Re- Locate,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155345e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.0532228,72.9262581,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_073,PS15188000154,73,PS15188000154,Mumbai Sagari Police Station,Station,1,"New Mahim Police Line, Ground Floor, Building No 09, S.L.Raheja Road, Mahim, Mumbai - 400016.  Vijay M. Kadam 9821671217 mumbaisagaripolicestation@mtnl.net.in",G/N,24440091,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155355e+12,DMMASTER,,,19.0482591,72.8422953,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_074,PS20203500153,74,PS20203500153,V B Nagar Police Station,Station,1,"H.I.G Colony, BLD NO. 7 Kohonoor Co.op Hs . Society. V.B Nagar, Kurla (W), Mumbai - 400070. Pravin More  9821517320 vbnagarpolicestation@mtnl.net.in",L,26500296,L ward,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155366e+12,DMMASTER,,,19.0717166,72.8841818,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_075,PS21164600070,75,PS21164600070,R C F Police Station,Station,1,"Survey No 12 B, 13 B, CTS No 213,215, 216, Rc Marg,   Hemu Kalani Marg, Sindhi Society, Chembur, Mumbai 400074.  Dilip Vishnu Raut 9870204020 rcfpolicestation@mtnl.net.in",M/E,25541991,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155484e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.036489,72.895599,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_076,PS10000100157,76,PS10000100157,Kurla Police Station,Station,1,"Sarveshwar Mandir Marg, Takiya Ward, Kurla (W) Mumbai 400070",N,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155619e+12,DMMASTER,,,19.0766504,72.9367756,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_077,PS18271000148,77,PS18271000148,Meghwadi Police Station,Station,1,"Income Tax Colony, R R Thakur Road, Jogeshwari East, Mumbai- 400060. A.Vastrad 9867251988 acpmeghwadi@mtnl.net.in  Vinod V. Shinde 9821239102 meghwadipolicestation@mtnl.net.in",K/E,28367548,"28367548, 28210837",,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.602503011e+12,DMMASTER,1.601741894e+12,Dhaygude Sachin Sadashiv,19.1314908,72.8610788,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_078,PS15118300002,78,PS15118300002,Kalachowki Police Station,Station,1,"Veer Shrikant Hadkar Marg, Chatai Chawl, Abhyudaya Nagar, Kalachowki, Parel Mumbai - 400033.",F/S,23715863,kalachowkipolicestation@mtnl.net.in  Re-locate,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.56630854e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,18.9879121,72.8423906,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_079,PS17164000007,79,PS17164000007,Sion Police Station,Station,1,"Matunga Police Station compound,King's Circle Flyover, Mutunga,  Mumbai-400019.",F/N,24031376,Y.C.Gorade 9870160621 sionpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308566e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.030869,72.857656,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_080,PS17164000008,80,PS17164000008,Matunga Police Station,Station,1,"Dr. Babasaheb Ambedkar Road, King's Circle Flyover, Mutunga,  Mumbai-400019.",F/N,24021512,B.M.Kakad 9821220270 matungapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308512e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.031156,72.857839,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_081,PS18154000009,81,PS18154000009,Antop Hill Police Station,Station,1,"Bldg. No.229, Ground Flr, Sector - VI, Antop Hill, Mumbai-37. M.Khollam, 9870549544 antophillpolicestation@mtnl.net.in",F/N,24013767,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308617e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.0305167,72.8646705,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_082,PS15141300028,82,PS15141300028,Dadar Police Station,Station,1,"5, Bhavani Shankar Road, Matkar Marg, Dadar (W), Mumbai-28.",,24301403,Shri. Mahesh Mugutrao 8693898787dadarpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308561e+12,DMMASTER,1.683117802e+12,PATIL SIDDHI KAPIL,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_083,PS14099700139,83,PS14099700139,Byculla Police Station,Station,1,"16, Hansraj Lane, Near Moti Shah Jain Temple, Byculla (E), Mumbai-400027.",E,23748292,Suresh Shankarao Magdum 9821220293 bycullapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308515e+12,DMMASTER,,,18.9735429,72.8340621,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_084,PS13108100140,84,PS13108100140,Agripada Police Station,Station,1,"Agripada Police Station, Dr. Nair  Road, Agripada, Mumbai-400011.",E,23070532,Ashok Sarambalkar  9920211266 agripadapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566308511e+12,DMMASTER,,,18.976616,72.824173,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_085,PS15077900128,85,PS15077900128,Mandvi Police Station,Station,1,"Frere Road, Dana Bandar, Mandvi, Mumbai - 400009.",B,23463333,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.579525971e+12,DMMASTER,,,18.957191,72.842255,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_086,PS11000000011,86,PS11000000011,New Police Line,Station,0,"New Police Line,S Radha Krishnan Road,Near Andheri Station,Andheri East,Mumbai, 400069",K/E,NA,,,,,,,,,,,,,,,,,1.578934221e+12,DMMASTER,1.578934221e+12,DMMASTER,,,19.11946,72.84827,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_087,PS17296800089,87,PS17296800089,Vanrai Police Station,Station,1,"Bldg, Nos. 2/Mhada vanrai Colony, Goregaon (E), Mumbai - 400063. Chandrakant N Gurav 9821624681 goregaoneastpolicestation07@yahoo.in",P/S,26862933,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155685e+12,DMMASTER,,,19.155743,72.857735,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_088,PS17377900091,88,PS17377900091,Kasturba Marg Police Station,Station,1,"at the Junction of Main Kasturba Road & Cross Road No.1, Borivali (E), Mumbai-400066. Suhas Raikar  9594344111 kasturbapolicestation@mtnl.net.in",R/C,28066158,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155703e+12,DMMASTER,,,19.228308,72.857933,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_089,PS16127000018,89,PS16127000018,Tilak Nagar Police Station,Station,1,"Police Sation Tilak Nagar, Chembur West, Mumbai - 400089",,25227293,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155376e+12,DMMASTER,1.628660492e+12,Burkul Kavita Balu,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_090,PS15389300096,90,PS15389300096,M H B Police Station,Station,1,"Old. M.H.B Colony, Near Borivali Main Post Office, New Link Road, Borivali (W), Mumbai - 400091.  Subhas Krishna Chavan 9870298510 mhbpolicestation@mtnl.net.in",R/C,28679323,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155756e+12,DMMASTER,,,19.23222,72.840408,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_091,PS19301600086,91,PS19301600086,Aarey Police Station,Station,1,"Near O.P.Garden, Dinkarrao Desai Marg, Aaery Colony, Near Chotta Kashmir Boating Club,Goregaon (E), Mumbai - 400065.Vilas Shrikant Chavan aareysubpolicestation@mtnl.net.in aareypolicestation@gmail.com",P/S,29272485,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155016e+12,DMMASTER,,,19.162741,72.87178,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_092,PS23178900141,92,PS23178900141,Govandi Police Station,Station,1,"CTS No. 373/5, HP Petrol Pump Lane, Near Raheja Acropolis-II, Off V.N Purav Marg, Deonar, Mumbai - 400088.  Uttam Kolekar 9821629922  srpigovandi@gmail.com",M/E,25562171,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155078e+12,DMMASTER,,,19.0486326,72.9177698,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_093,PS24249800142,93,PS24249800142,Parksite Police Station,Station,1,"Ahilayabai Holkar Marg, Surya Nagar, Vikhroli (W), Mumbai - 400083. Rajendra L. Kulkarni 9773061400  parksitepstn@gmail.com",,25793873,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.59815509e+12,DMMASTER,1.628211752e+12,Rathod Savita Ghevarchand,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_094,PS17378100143,94,PS17378100143,Borivali Police Station,Station,1,"Opp.Borivali Railway Station, S. V. Road, Borivali (W), Mumbai - 400066. Gunaji Sawant  9821334681 borivalipolicestation@mtnl.net.in",R/C,28906606,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.5981551e+12,DMMASTER,,,19.2291142,72.8559244,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_095,PS18188500144,95,PS18188500144,Chunabhatti Police Station,Station,1,"D/1, Building, Devratna Nagar, Swadeshi Mill Road, Sion, Chunnabhatti, Mumbai-400022.  Dattatray Tukaram Naikodi   9870232128chunabhattipsI@gmail.com",,24050086,L ward,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155113e+12,DMMASTER,1.628660411e+12,Burkul Kavita Balu,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_096,PS25269900147,96,PS25269900147,Kanjur Marg Police Station,Station,1,"Nehru Nagar, Near Pariwar Co-Opp. Housing Socity,kanjur marg East,  Mumbai - 400042. A.L Satpute   9821898799 kanjurmargpstn@gmail.com",S,25780753,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598155141e+12,DMMASTER,,,19.1301221,72.9373573,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_097,PS27325100112,97,PS27325100112,Mulund (W) Police Station,Station,1,"Purushottam Khemraj Bhavan, Netaji Subhash Road, Mulund (W),  Mumbai - 400080.  Rajaram Vithoba Vhanmane 9869167076 mulundpstn@gmail.com",,25689844,,,,,,,,,,,,,,,,,1.649881534e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1.649881652e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1.685819091e+12,Dhanke Yashwant Gopal,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_098,PS14116700034,98,PS14116700034,N M Joshi Marg Police Station,Station,1,"Sakhubai Mohite Marg, N.M.Joshi Marg, Opp. B.D.D. Chawl 1 & 2, Lower Parel, Mumbai-400013.",F/S,23072587,Ajay Marotirao Patankar 9870473503nmjoshimargpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.626184107e+12,DMMASTER,1.608942435e+12,Patil Sunanda Raghunath,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_099,PS23227200150,99,PS23227200150,Pant Nagar Police Station,Station,1,"B.N.72, Gr. Floor, Swamy Samarth Ramdas Road. Pant Nagar, Ghatkopar (E), Mumbai-400075.  Shankar Anandrao Dhanavade   9870148622pantnagarpstn@gmail.com",,21028914,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.647976127e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1.628211528e+12,Rathod Savita Ghevarchand,19.087191,72.91634,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_100,PS19199100149,100,PS19199100149,Nehru Nagar Police Station,Station,1,"Nehru Nagar Colony, Kurla (E), Mumbai - 400024.  Pramod Khoparde   9821624266neharunagar1985@gmail.com",,25224647,L ward,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.59815516e+12,DMMASTER,1.628660452e+12,Burkul Kavita Balu,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_101,PS17152600013,101,PS17152600013,Police Station-1715260000365,Station,1,,F/N,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154087e+12,DMMASTER,,,19.026953,72.855331,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_102,PS17145400014,102,PS17145400014,Police Station-1714540000366,Station,1,"Raffi Ahemad Kidwai marg, Wadala.",F/N,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154094e+12,DMMASTER,,,19.0165499,72.8586778,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_103,PS16132800015,103,PS16132800015,Deputy Commissioner Office,Office,1,"Deputy Commisioner Office Police Headquarter, Apana Bazar, Borivada, Naigaon, Dadar",F/S,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.59815411e+12,DMMASTER,,,19.010983,72.846375,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_104,PS16133400017,104,PS16133400017,G D Marg Police Station,Station,1,"G D Ambekar Marg, Naigaon, Dadar East, Mumbai,",F/S,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154143e+12,DMMASTER,,,19.007332,72.846916,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_105,PS17137900021,105,PS17137900021,Wadala Police Station1,Station,1,Wadala Police Station,F/S,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154154e+12,DMMASTER,,,19.011597,72.860413,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_106,PS17256000052,106,PS17256000052,G H Road Police Station,Station,1,"Guru Hargovindji Road, Andheri East, Mumbai 400053",K/E,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154191e+12,DMMASTER,,,19.111944,72.857948,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_107,PS18140300010,107,PS18140300010,Wadala Police station,Station,1,"Antop Hill Road, Near Korba Mithagar, Nadkarni Park, Wadala (E), Mumbai-400037.",F/N,"24185250, 24121754",Parshuram Karyakarte 8108254777 wadalapolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154257e+12,DMMASTER,1.4457312e+12,Ajit N Deshmukh,19.01549,72.863663,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_108,PS12118100033,108,PS12118100033,Mahalakshmi Police Station,Station,1,"Mahalakshmi Police Station, Mumbai, Maharashtra",G/S,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154284e+12,DMMASTER,,,18.986382,72.814316,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_109,PS16280300062,109,PS16280300062,Police Station-1628030000824,Station,1,"Police JogeshwariSubway Bridge, Gumpha Road, Jogeshwari East, Mumbai 400060",K/W,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154396e+12,DMMASTER,,,19.142096,72.84269,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_110,PS19194700063,110,PS19194700063,Kurla Railway Police Station,Office,1,,L,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154415e+12,DMMASTER,,,19.064808,72.876251,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_111,PS21195800071,111,PS21195800071,Tilak Nagar Police Station2,Station,1,"Building No. 117, Tilaknagar Colony, Santa JogMarg, Chembur, Mumbai - 400089. Bhagwat Shrawan Sonawane 9967457990tilaknagarpolicestation@gmail.com",,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154605e+12,DMMASTER,1.628315891e+12,Rathod Savita Ghevarchand,,,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,False
POLICE_112,PS24244300073,112,PS24244300073,Police Station-2424430001072,Station,1,,N,,,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.598154636e+12,DMMASTER,,,19.1060169,72.9226199,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_113,PS16235400050,113,PS16235400050,Vileparle Police Station,Station,1,"Nehru Road, Near Centuar Hotel, Navpada, Vileparle (E), Mumbai - 400099.",K/E,26117317,Smt. R. Maharao 9821461163 vileparlepolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.648449203e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,19.096262,72.855143,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_114,PS18404600099,114,PS18404600099,Dahisar Police Station,Station,1,"S V Road, Near Union Bank, Dahisar (E), Mumbai - 400068.  Prakash Nana Jadhav 9821131509dahisarpolicestation@mtnl.net.indahisarpolicestation@gmail.com",R/N,28284024,,,,,,,,,,,,,,,,,1.649881051e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1.649881311e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,19.2527603,72.8643764,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_115,PS15125500019,115,PS15125500019,Dadasaheb Bhadkamkar Road Police station,Station,1,"Lamington Road, Shapur Baug, Near HDFC Bank, Grant Road (East), Mumbai 400007",D,23870181,,,,,,,,,,,,,,,,,1.64988288e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,1.649883092e+12,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,,,18.9609011,72.8170867,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_116,PS17213000040,116,PS17213000040,Deputy Commissioner Of Police (QRT),Office,1,"Bala Marg, Yashwant Nagar, Vakola, Santacruz (East)  Mumbai 400055.",H/E,26668757,Shashikant Narayan Satav D.C.P. (Q.R.T.) 9773337706 acpqrt@gmail.com,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566137209e+12,DMMASTER,,,19.0758921,72.8563059,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_117,PS16197900039,117,PS16197900039,B K C Police Station,Station,1,"Bandra-Kurla Complex Road, Opp. I.C.I.C.I. Bank, Bandra (E), Mumbai - 400051.",H/E,26504483,Kundlik V. Nigade 8108999300  bkcpolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566133925e+12,DMMASTER,,,19.0646042,72.8603032,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_118,PS15084400124,118,PS15084400124,Dongri Police Station,Station,1,"Dr. Maheshwari Road, Near Sandhurst  Road Railway Station, Dongri, Mumbai - 400009.",B,23719136,Vilas Gangacane 9870161174 dongripolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566224851e+12,DMMASTER,,,18.9621806,72.839038,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_119,PS14076600126,119,PS14076600126,Pydhonie Police Station,Station,1,"Ibrahim Rahmatullah Road, Opp Hamidiya Masjid, Mumbadevi Area, Mumbai - 400003.",B,23436114,Sunil Ramchandra Kawlekar 9594989751 paydhuniepolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566225624e+12,DMMASTER,,,18.954067,72.831943,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_120,PS12086300130,120,PS12086300130,Gaondevi Police Station,Station,1,"7, Pandita Ramabai Marg, Papanas Wadi, Gaondevi,  Mumbai -400007.",D,23803505,Rajaram Dattatray Prabhu  9870518679  gamdevipolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.566147366e+12,DMMASTER,,,18.960472,72.812416,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
POLICE_121,PS13022900118,121,PS13022900118,Cuffe Parade Police Station,Station,1,"Sadhu T. L. Waswani Marg, Near World Trade Center, Babasaheb Ambedkar Nagar, Cuffe Parade, Mumbai - 400005.",A,22180588,Dipak J. Patil 9870367936 cuffeparadepolicestation@mtnl.net.in,,,,,,,,,,,,,,,,1.479825702e+12,DMMASTER,1.5662974e+12,DMMASTER,,,18.9119522,72.8189364,BMC/MCGM via OpenCity,mumbai_police_stations.kml,SOURCE_KML,True
