pseudocode,balavatika_located_yn,special_training,material_training,free_text_books_pr,free_uniform_pr,free_text_books_up,free_uniform_up,acad_inspections,crc_coordinator,block_level_officers,district_officers,smc_exists,smc_smdc_same,smc_smdc_meetings,grants_receipt,grants_expenditure
1742829,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5017356,0,9,2,2,2,2,2,0,5,2,0,9,1,0,0,0
9268093,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9016220,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3964221,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3875818,2,9,1,2,2,2,2,0,4,0,0,1,1,0,0,0
4663401,2,9,2,2,2,2,2,1,2,1,1,1,1,0,0,0
2737874,0,9,2,2,2,2,2,0,0,0,0,9,2,0,0,0
6577771,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6562787,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6152244,2,9,2,1,2,1,2,1,6,0,0,1,1,2,0,0
4528276,2,9,1,2,1,1,1,0,0,0,0,1,1,0,0,0
1375203,2,9,1,1,1,1,1,0,4,1,0,1,1,0,0,0
2723027,2,9,2,1,2,1,2,1,1,0,0,1,2,0,0,0
3559091,2,9,2,1,2,1,2,1,1,0,0,1,3,0,0,0
9101519,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3073338,2,9,2,2,2,2,2,3,10,3,0,1,1,4,0,0
8214414,2,9,2,1,2,1,2,0,5,0,0,1,1,6,0,0
3421138,2,9,2,2,2,2,2,0,4,0,0,1,1,0,0,0
8166539,2,9,2,1,2,1,2,0,6,0,0,1,3,0,0,0
4487136,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9931553,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4246460,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7574910,2,9,2,1,2,1,2,0,0,0,0,1,1,0,62166,62166
5523516,2,9,2,1,2,1,2,1,3,0,0,1,1,0,0,0
9026019,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
3708410,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9081410,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
6064085,2,9,2,1,2,1,2,4,6,0,0,1,1,3,0,0
1833519,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7016371,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3942082,0,9,2,2,2,2,2,0,0,0,0,9,1,0,6177969,0
3986936,2,9,2,1,2,1,2,1,1,0,0,1,1,10,0,0
6126179,2,9,2,2,2,1,2,0,3,0,0,1,3,3,0,0
9095965,2,9,2,1,2,1,2,1,6,0,0,1,1,4,0,0
7012340,2,9,2,1,2,1,2,1,1,0,0,1,1,5,0,0
7837786,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8241574,0,9,2,2,2,1,2,1,1,0,0,1,1,2,0,0
5761087,2,9,2,1,2,1,2,2,6,0,0,1,1,2,0,0
7936763,2,9,2,1,2,1,2,2,1,1,0,1,1,9,0,0
1872624,2,9,1,1,2,1,2,0,5,1,0,1,1,0,0,0
8396240,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8322257,2,9,2,2,2,2,2,0,10,0,0,1,1,0,0,0
2248119,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5495771,2,9,1,2,2,2,2,0,0,0,0,1,3,0,0,0
9092663,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2180793,2,9,2,1,2,1,2,0,2,0,0,1,1,4,0,0
7568069,2,9,2,2,2,2,2,0,2,0,0,1,1,2,0,0
5271061,2,9,2,1,2,1,2,1,4,1,0,1,1,4,0,0
8895956,2,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
2362703,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3267707,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3108683,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4806440,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4283616,2,9,2,2,2,1,2,0,4,1,0,1,1,4,144562,144562
7079435,2,9,1,1,2,1,2,2,2,1,1,1,1,2,0,0
2629216,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5720327,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5086615,2,9,2,1,2,1,2,1,2,1,0,1,1,2,0,0
6735048,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
1936579,2,9,2,1,2,1,2,3,3,4,4,1,1,4,0,0
7646867,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5460646,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2866825,0,9,2,2,2,1,2,0,2,0,0,1,1,0,0,0
4882656,2,9,2,1,2,1,2,0,0,0,0,1,1,7,0,0
2479489,0,9,2,2,2,1,2,0,1,0,0,1,3,0,0,0
3535795,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7722080,0,9,2,2,2,2,2,0,4,0,0,9,1,0,0,0
7898317,2,9,2,1,1,1,1,0,3,0,0,1,3,0,282166,282166
3142838,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2861096,2,9,2,2,2,1,2,0,3,0,0,1,1,0,0,0
9068963,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7174128,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8669951,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3167775,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2145547,2,9,1,1,2,1,2,1,2,1,0,1,3,10,80952,0
3853373,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9089462,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5425491,2,9,2,1,2,1,2,2,2,0,0,1,1,0,0,0
6853066,2,9,1,1,2,1,2,0,2,0,0,1,3,3,0,0
9773823,2,9,2,1,2,1,2,1,1,0,0,1,1,4,0,0
3394202,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1780207,2,9,2,1,2,1,2,0,4,0,0,1,1,0,0,0
2796955,2,9,1,2,2,1,2,0,3,0,0,1,3,2,0,0
7402040,2,9,2,1,2,1,2,0,4,0,0,1,1,3,352678,0
7116787,2,9,2,1,2,1,2,0,4,0,0,1,1,2,312821,312821
3133931,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3453374,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2968324,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1083387,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8047546,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2341341,2,9,2,2,2,1,2,0,2,0,0,1,1,0,0,0
2051805,0,9,2,2,2,2,1,0,2,0,0,1,1,4,0,0
1316576,0,9,2,2,2,1,2,0,0,0,0,1,1,0,0,0
7095600,2,9,2,1,2,1,2,2,4,0,0,1,3,6,0,0
8277981,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7504299,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1094742,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9469835,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9401460,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3715468,2,9,2,2,2,1,2,0,5,0,0,1,9,0,0,0
8282313,2,9,2,2,2,2,2,2,2,2,2,1,1,0,0,0
4028545,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6137264,0,9,2,2,2,2,2,0,3,0,0,9,2,0,0,0
8057326,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4479863,0,9,2,2,2,2,2,0,0,0,0,1,3,0,0,0
8867821,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3234428,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8684630,0,9,2,2,2,1,2,2,2,2,0,1,1,2,0,0
3709666,1,9,2,2,2,2,2,0,0,0,0,1,3,3,0,0
8687506,2,9,2,1,2,1,2,0,0,0,0,1,2,0,0,0
1671484,0,9,2,2,2,1,2,0,2,0,0,1,1,4,0,0
2747880,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4810202,2,9,1,2,2,1,2,1,2,0,0,1,1,0,0,0
9839887,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8655378,2,9,1,1,2,1,2,1,3,0,0,1,1,0,0,0
9425048,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7881294,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4719901,2,9,2,1,2,1,2,2,6,1,1,1,1,6,138777,138777
4067633,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5117013,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8591293,0,9,1,2,2,1,2,0,2,0,0,1,3,4,0,0
7388042,2,9,2,1,2,1,2,0,6,0,0,1,1,0,0,0
7380432,2,9,2,2,2,2,2,0,4,0,0,1,3,0,0,0
4868504,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9646967,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
8051880,2,9,2,1,2,1,2,0,2,0,1,1,3,6,0,0
4114045,0,9,2,2,2,1,2,0,2,0,0,1,3,3,0,0
1790880,0,9,1,2,2,1,2,0,2,1,0,1,1,0,1000,0
1400212,2,9,2,2,2,1,2,6,6,3,2,1,1,4,263288,263288
2104076,2,9,1,1,2,1,2,3,4,0,0,1,3,4,276664,276664
2273207,2,9,2,1,2,1,2,0,5,0,0,1,1,4,0,0
5145835,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1005046,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
3172881,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1617490,2,9,2,1,2,1,2,0,8,0,0,1,1,0,0,0
8246408,2,9,1,1,2,1,2,0,8,0,0,1,1,0,0,0
1373838,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8137289,2,9,2,1,2,1,2,2,3,1,0,1,1,3,0,0
1841878,1,9,1,1,1,1,1,1,2,0,0,1,1,4,160559,160559
2197885,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3520805,0,9,1,2,2,1,2,4,2,0,2,1,1,3,0,0
4255286,2,9,2,1,2,1,2,1,2,0,0,1,1,0,0,0
5781185,2,9,1,1,2,1,2,0,4,4,1,1,1,4,0,0
4471456,0,9,2,2,2,2,2,0,0,0,0,1,1,1,0,0
4523054,2,9,2,1,2,1,2,1,2,0,0,1,3,4,0,0
6227372,2,9,2,1,2,1,2,0,4,0,0,1,1,4,605809,605809
5937135,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3647567,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7446034,0,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
7785384,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1389361,2,9,1,2,2,1,2,0,2,0,0,1,1,4,0,0
2122304,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8664806,2,9,2,1,2,1,2,2,2,1,0,1,1,4,0,0
2485194,2,9,1,1,2,2,2,0,0,0,0,1,1,0,0,0
1643917,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2916018,2,9,1,1,1,1,1,0,0,0,0,1,1,0,570000,570000
4187854,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7695255,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6934609,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1760336,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7617680,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4203033,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8224045,2,9,2,1,2,1,2,0,3,0,0,1,1,0,0,0
8560709,2,9,2,2,2,1,2,0,3,0,0,1,1,0,0,0
3314257,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3432780,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8547268,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4641353,0,9,1,2,2,2,2,0,4,0,0,9,1,0,0,0
8051294,0,9,2,2,2,2,2,0,2,0,0,1,1,0,0,0
1562839,0,9,2,2,2,1,2,2,1,0,0,1,1,7,0,0
7687395,2,9,1,1,2,1,2,0,4,0,0,1,2,0,0,0
9216638,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1073258,2,9,2,2,2,1,2,0,0,0,0,1,1,0,0,0
1371790,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2403186,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8565958,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
9866177,2,9,2,1,2,1,2,0,2,0,0,1,1,4,0,0
9387485,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2114341,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4150945,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7473843,0,9,2,2,2,2,2,0,7,2,0,9,2,0,0,0
3216386,0,9,2,2,2,2,2,1,1,0,0,9,1,2,0,0
2381905,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9241029,0,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
3757426,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6185740,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5519187,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9655648,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8865592,2,9,2,1,2,1,2,0,6,0,0,1,3,0,0,0
5008125,0,9,2,2,2,2,2,0,0,0,0,9,1,2,0,0
7316921,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9376458,2,9,1,1,2,1,2,0,4,0,0,1,1,0,0,0
5591724,2,9,2,1,2,1,2,2,6,3,1,1,1,4,0,0
9394203,0,9,2,2,2,2,2,2,6,0,2,9,2,0,0,0
7625076,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3923226,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1301309,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1131142,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8740252,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9818593,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5214113,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6787505,2,9,2,2,2,1,2,0,1,0,0,1,1,4,0,0
6282921,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4121668,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4912669,0,9,2,2,2,2,2,0,2,0,0,1,1,0,0,0
8102521,2,9,2,1,2,1,2,2,15,1,0,1,3,6,0,0
7757172,1,9,1,2,2,2,2,2,2,1,1,1,1,2,0,0
6590874,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
2776028,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
8052967,2,9,1,2,2,1,2,1,4,0,0,1,1,4,0,0
7444549,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6399184,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4432117,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3209203,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
7781776,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1837104,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4677383,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6497975,2,9,2,1,2,1,2,0,3,0,0,1,1,0,0,0
1966598,0,9,2,2,2,1,2,1,3,0,0,1,1,0,0,0
1400764,2,9,2,1,2,1,2,0,2,0,0,1,3,3,0,0
2935625,2,9,2,1,2,1,2,1,4,1,0,1,1,6,0,0
2401620,2,9,2,2,2,1,2,1,3,0,0,1,1,2,0,0
3360596,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4840123,2,9,2,1,2,1,2,0,4,1,1,1,1,3,0,0
8903927,2,9,1,1,2,1,2,0,4,1,0,1,1,0,0,0
6579936,2,9,1,1,1,1,2,0,3,1,0,1,1,0,0,0
9093877,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4005579,2,9,1,2,2,2,2,0,2,0,0,1,1,2,0,0
5120534,2,9,2,1,2,1,2,1,4,1,0,1,1,0,0,0
2306705,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8243244,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4130811,2,9,1,1,2,1,2,1,1,0,0,1,1,1,89000,89000
2295199,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1356854,2,9,2,2,2,1,2,1,4,1,1,1,1,0,240760,240760
2977056,2,9,2,1,1,1,1,2,2,1,1,1,1,2,0,0
8074894,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9973697,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9687658,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9239159,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1488048,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4556205,2,9,2,2,2,1,2,1,1,0,0,1,1,5,0,0
4206853,2,9,2,1,2,1,2,0,2,0,0,1,1,2,0,0
4937148,2,9,2,2,2,1,2,0,0,0,0,1,1,0,0,0
1357994,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
7664886,1,9,1,1,2,1,2,3,2,2,1,1,3,4,310099,310099
7948589,2,9,2,1,2,1,2,0,1,0,0,1,3,4,0,0
8076784,0,9,1,2,2,1,2,0,2,0,0,1,1,2,14651,14500
1535579,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2753706,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
7561858,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7831455,2,9,2,1,2,1,2,0,5,2,0,1,1,2,0,0
5931505,2,9,1,1,1,1,1,0,1,1,0,1,1,3,0,0
8370332,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5657330,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9057809,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9673690,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4069670,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3014040,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4887774,0,9,2,2,2,2,2,0,0,0,0,9,1,0,0,0
6052520,2,9,2,2,2,2,2,2,4,0,0,1,3,0,0,0
8281293,2,9,1,1,2,1,2,2,2,2,0,1,1,2,0,0
5746617,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9747369,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3686348,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6297037,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5280230,2,9,2,1,2,1,2,0,2,0,0,1,1,0,0,0
2859528,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6942909,2,9,2,1,2,1,2,0,2,0,0,1,1,19,0,0
5040174,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9188838,2,9,1,1,2,1,2,0,3,0,0,1,1,0,0,0
9251614,2,9,2,2,2,2,2,0,2,0,0,1,1,0,0,0
8004106,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6170152,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6059353,2,9,2,2,2,1,2,0,3,0,0,1,1,0,0,0
6431932,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6389366,2,9,2,1,2,1,2,0,1,0,0,1,1,8,101400,91886
5565892,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8743983,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3210867,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7658136,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9511002,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2032692,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
2057624,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7805316,2,9,2,2,2,1,2,0,4,0,0,1,1,4,0,0
4677840,0,9,2,2,2,2,2,0,1,0,0,9,1,3,0,0
3408318,2,9,2,1,2,1,2,0,4,0,0,1,2,1,0,0
4530650,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9097237,0,9,2,2,2,2,2,0,1,1,0,1,3,2,0,0
1041282,0,9,2,2,2,2,2,0,4,0,0,9,1,0,0,0
7569233,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7823329,2,9,1,1,2,1,2,0,3,0,0,1,1,0,82298,82298
6412386,0,9,1,2,2,1,2,0,3,0,0,1,1,0,0,0
2810805,0,9,2,2,2,2,2,0,1,0,0,9,2,0,32399225,940469.8
9858757,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7340199,2,9,1,1,2,2,2,3,0,0,0,1,1,6,0,0
2763082,2,9,2,2,2,1,2,1,1,1,1,1,1,0,0,0
9860387,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4446080,2,9,2,1,2,1,2,1,2,0,0,1,1,2,0,0
7905398,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4383492,2,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
3704630,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2028604,1,9,2,2,2,1,2,0,0,0,0,1,1,5,0,0
9728039,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7293825,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4155958,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6660514,2,9,2,1,2,2,2,0,2,0,0,1,1,4,0,0
2421477,0,9,2,2,2,2,2,1,2,0,0,1,1,3,0,0
8002572,0,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
6709964,0,9,2,2,2,2,1,0,1,0,0,1,1,0,0,0
8999463,2,9,1,1,1,1,1,0,3,0,0,1,1,2,0,0
7631166,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6039620,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6664354,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1886861,2,9,2,1,2,1,2,0,2,1,0,1,3,4,0,0
3281039,2,9,2,1,2,1,2,2,4,0,0,1,1,2,0,0
6823035,2,9,2,2,2,1,2,0,4,0,0,1,3,0,35764,35764
3464986,2,9,1,2,2,2,2,1,1,1,0,1,1,4,0,0
1719079,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3581350,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7834575,1,9,1,2,2,2,2,0,0,0,0,1,1,2,0,0
4883444,1,9,2,2,2,2,2,0,0,0,0,1,3,0,0,0
4422462,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8358001,2,9,2,2,2,1,2,0,0,0,0,1,1,0,0,0
8016620,2,9,1,1,2,1,2,0,0,0,0,1,1,0,0,0
2807902,2,9,1,1,2,1,2,0,2,0,0,1,1,3,0,0
1362105,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2086369,2,9,1,2,2,1,2,1,7,1,1,1,1,2,351002,351002
7733383,2,9,2,2,2,1,2,0,3,0,0,1,1,5,21480,21480
3520321,2,9,2,1,2,1,2,1,4,1,1,1,1,4,0,0
5122773,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
6007217,2,9,2,1,2,1,2,0,3,0,0,1,3,3,0,0
8082017,2,9,2,1,2,1,2,0,6,0,0,1,1,0,0,0
1677116,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4208005,2,9,2,1,2,1,2,0,6,2,0,1,1,0,0,0
5841517,0,9,2,2,2,1,2,0,2,0,0,1,1,3,0,0
1046524,2,9,2,2,2,2,2,2,2,1,2,1,1,0,200000,150000
2330037,2,9,1,1,2,1,2,0,2,1,0,1,1,0,177788,177788
5132025,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7105562,2,9,1,1,2,1,2,0,2,0,0,1,1,9,0,0
6100135,2,9,2,1,2,1,2,0,3,0,0,1,1,2,0,0
5480049,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4771730,2,9,1,1,2,1,2,3,3,3,0,1,1,0,0,0
2771735,2,9,2,1,2,1,2,2,2,0,0,1,3,4,0,0
9235683,2,9,2,2,2,1,2,0,3,0,0,1,1,0,0,0
4324829,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7358086,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8225152,0,9,2,2,2,2,2,0,0,0,0,9,2,0,0,0
8742396,2,9,1,1,2,1,2,1,3,1,0,1,1,2,0,0
6650414,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1634868,0,9,2,2,2,2,2,0,1,0,0,9,2,0,0,0
3592137,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4212357,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3201303,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
5605009,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1377330,2,9,2,2,2,2,2,0,2,0,0,1,1,1,0,0
1072417,2,9,1,1,2,1,2,0,2,1,0,1,1,2,0,0
8225644,2,9,2,1,2,1,2,0,3,0,0,1,1,0,0,0
2678354,2,9,2,1,2,1,2,0,4,0,0,1,1,0,0,0
5373982,2,9,2,1,2,2,2,0,0,0,0,1,1,0,0,0
1162418,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9394300,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9966698,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
7687039,0,9,2,2,2,2,2,0,1,0,0,9,2,0,0,0
5255745,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4082113,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4534072,2,9,1,1,2,1,2,2,3,1,0,1,1,3,0,0
5900251,0,9,2,2,2,1,2,0,3,0,0,1,1,4,0,0
6344352,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
9975056,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4393812,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1344278,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8524026,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
1098640,2,9,2,2,2,2,2,0,0,0,0,1,1,0,0,0
8631314,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
8573745,0,9,2,2,2,2,2,0,0,0,0,1,3,0,0,0
4207198,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3224626,0,9,2,2,2,2,2,0,3,0,0,9,1,0,261780,261780
1286935,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
4473485,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
3372880,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
2837740,2,9,2,1,2,1,2,0,0,0,0,1,1,0,0,0
1927981,9,9,2,2,2,2,2,0,0,0,0,9,9,0,0,0
